<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
46;g46;225.0;1;FALSE;FALSE;21;
47;g47;225.0;1;FALSE;FALSE;59;
48;g48;225.0;1;FALSE;FALSE;122;
49;g49;0.0;0;FALSE;FALSE;47;
50;g50;225.0;1;FALSE;FALSE;136;
51;g51;0.0;0;FALSE;FALSE;109;
52;g52;0.0;0;FALSE;FALSE;31;
53;g53;0.0;0;FALSE;FALSE;108;
54;g54;0.0;0;FALSE;FALSE;124;
55;g55;0.0;0;FALSE;FALSE;119;
56;g56;0.0;0;FALSE;FALSE;14;
57;g57;0.0;0;FALSE;FALSE;101;
58;g58;222.0;1;FALSE;FALSE;145;
59;g59;222.0;1;FALSE;FALSE;41;
60;g60;0.0;0;FALSE;FALSE;122;
61;g61;0.0;0;FALSE;FALSE;125;
62;g62;220.0;1;FALSE;FALSE;35;
63;g63;0.0;0;FALSE;FALSE;155;
64;g64;220.0;1;FALSE;FALSE;167;
65;g65;215.0;1;FALSE;FALSE;96;
66;g66;0.0;0;FALSE;FALSE;125;
67;g67;0.0;0;FALSE;FALSE;108;
68;g68;0.0;0;FALSE;FALSE;40;
69;g69;206.0;1;FALSE;FALSE;58;
70;g70;0.0;0;FALSE;FALSE;50;
71;g71;205.0;1;FALSE;FALSE;101;
72;g72;205.0;1;FALSE;FALSE;31;
73;g73;0.0;0;FALSE;FALSE;74;
74;g74;200.0;1;FALSE;FALSE;81;
75;g75;200.0;1;FALSE;FALSE;44;
76;g76;0.0;0;FALSE;FALSE;25;
77;g77;0.0;0;FALSE;FALSE;34;
78;g78;0.0;0;FALSE;FALSE;114;
79;g79;0.0;0;FALSE;FALSE;166;
80;g80;188.0;1;FALSE;FALSE;18;
81;g81;0.0;0;FALSE;FALSE;22;
82;g82;179.0;1;FALSE;FALSE;98;
83;g83;179.0;1;FALSE;FALSE;13;
84;g84;179.0;1;FALSE;FALSE;86;
85;g85;170.0;1;FALSE;FALSE;81;
86;g86;161.0;1;FALSE;FALSE;67;
87;g87;161.0;1;FALSE;FALSE;142;
88;g88;135.0;1;FALSE;FALSE;66;
89;g89;0.0;0;FALSE;FALSE;33;
90;g90;135.0;1;FALSE;FALSE;103;
91;g91;0.0;0;FALSE;FALSE;77;
92;g92;0.0;0;FALSE;FALSE;99;
93;g93;0.0;0;FALSE;FALSE;157;
94;g94;125.0;1;FALSE;FALSE;105;
95;g95;125.0;1;FALSE;FALSE;127;
96;g96;125.0;1;FALSE;FALSE;160;
97;g97;125.0;1;FALSE;FALSE;138;
98;g98;0.0;0;FALSE;FALSE;87;
99;g99;123.0;1;FALSE;FALSE;160;
100;g100;0.0;0;FALSE;FALSE;105;
101;g101;120.0;1;FALSE;FALSE;28;
102;g102;0.0;0;FALSE;FALSE;1;
103;g103;0.0;0;FALSE;FALSE;40;
104;g104;120.0;1;FALSE;FALSE;41;
105;g105;120.0;1;FALSE;FALSE;162;
106;g106;0.0;0;FALSE;FALSE;47;
107;g107;120.0;1;FALSE;FALSE;28;
108;g108;0.0;0;FALSE;FALSE;27;
109;g109;0.0;0;FALSE;FALSE;92;
110;g110;0.0;0;FALSE;FALSE;42;
111;g111;0.0;0;FALSE;FALSE;71;
112;g112;120.0;1;FALSE;FALSE;105;
113;g113;0.0;0;FALSE;FALSE;124;
114;g114;119.0;1;FALSE;FALSE;101;
115;g115;117.0;1;FALSE;FALSE;164;
116;g116;113.0;1;FALSE;FALSE;52;
117;g117;0.0;0;FALSE;FALSE;48;
118;g118;112.0;1;FALSE;FALSE;31;
119;g119;110.0;1;FALSE;FALSE;1;
120;g120;110.0;1;FALSE;FALSE;163;
121;g121;110.0;1;FALSE;FALSE;3;
122;g122;110.0;1;FALSE;FALSE;4;
123;g123;110.0;1;FALSE;FALSE;146;
124;g124;0.0;0;FALSE;FALSE;168;
125;g125;0.0;0;FALSE;FALSE;167;
126;g126;108.0;1;FALSE;FALSE;16;
127;g127;106.0;1;FALSE;FALSE;164;
128;g128;105.0;1;FALSE;FALSE;88;
129;g129;105.0;1;FALSE;FALSE;153;
130;g130;0.0;0;FALSE;FALSE;112;
131;g131;101.0;1;FALSE;FALSE;36;
132;g132;100.0;1;FALSE;FALSE;162;
133;g133;100.0;1;FALSE;FALSE;122;
134;g134;100.0;1;FALSE;FALSE;73;
135;g135;97.0;1;FALSE;FALSE;24;
136;g136;93.0;1;FALSE;FALSE;43;
137;g137;78.0;1;FALSE;FALSE;152;
138;g138;77.0;1;FALSE;FALSE;38;
139;g139;70.0;1;FALSE;FALSE;138;
140;g140;70.0;1;FALSE;FALSE;144;
141;g141;68.0;1;FALSE;FALSE;10;
142;g142;0.0;0;FALSE;FALSE;61;
143;g143;67.0;1;FALSE;FALSE;65;
144;g144;65.0;1;FALSE;FALSE;29;
145;g145;61.0;1;FALSE;FALSE;74;
146;g146;60.0;1;FALSE;FALSE;82;
147;g147;56.0;1;FALSE;FALSE;42;
148;g148;55.0;1;FALSE;FALSE;113;
149;g149;55.0;1;FALSE;FALSE;49;
150;g150;0.0;0;FALSE;FALSE;41;
151;g151;55.0;1;FALSE;FALSE;67;
152;g152;55.0;1;FALSE;FALSE;76;
153;g153;0.0;0;FALSE;FALSE;153;
154;g154;55.0;1;FALSE;FALSE;25;
155;g155;55.0;1;FALSE;FALSE;40;
156;g156;55.0;1;FALSE;FALSE;153;
157;g157;55.0;1;FALSE;FALSE;58;
158;g158;55.0;1;FALSE;FALSE;163;
159;g159;55.0;1;FALSE;FALSE;70;
160;g160;55.0;1;FALSE;FALSE;76;
161;g161;0.0;0;FALSE;FALSE;157;
162;g162;0.0;0;FALSE;FALSE;81;
163;g163;55.0;1;FALSE;FALSE;14;
164;g164;55.0;1;FALSE;FALSE;35;
165;g165;55.0;1;FALSE;FALSE;77;
166;g166;0.0;0;FALSE;FALSE;68;
167;g167;55.0;1;FALSE;FALSE;85;
168;g168;55.0;1;FALSE;FALSE;2;
169;g169;0.0;0;FALSE;FALSE;60;
170;g170;55.0;1;FALSE;FALSE;52;
171;g171;54.5;1;FALSE;FALSE;57;
172;g172;54.0;1;FALSE;FALSE;35;
173;g173;52.0;1;FALSE;FALSE;84;
174;g174;52.0;1;FALSE;FALSE;1;
175;g175;51.5;1;FALSE;FALSE;90;
176;g176;51.0;1;FALSE;FALSE;9;
177;g177;50.0;1;FALSE;FALSE;140;
178;g178;50.0;1;FALSE;FALSE;65;
179;g179;50.0;1;FALSE;FALSE;149;
180;g180;50.0;1;FALSE;FALSE;72;
181;g181;50.0;1;FALSE;FALSE;29;
182;g182;50.0;1;FALSE;FALSE;57;
183;g183;0.0;0;FALSE;FALSE;141;
184;g184;50.0;1;FALSE;FALSE;39;
185;g185;50.0;1;FALSE;FALSE;92;
186;g186;0.0;0;FALSE;FALSE;127;
187;g187;50.0;1;FALSE;FALSE;138;
188;g188;50.0;1;FALSE;FALSE;30;
189;g189;50.0;1;FALSE;FALSE;95;
190;g190;50.0;1;FALSE;FALSE;112;
191;g191;50.0;1;FALSE;FALSE;108;
192;g192;50.0;1;FALSE;FALSE;24;
193;g193;35.0;1;FALSE;FALSE;3;
194;g194;50.0;1;FALSE;FALSE;142;
195;g195;50.0;1;FALSE;FALSE;65;
196;g196;50.0;1;FALSE;FALSE;31;
197;g197;48.0;1;FALSE;FALSE;105;
198;g198;46.0;1;FALSE;FALSE;61;
199;g199;46.0;1;FALSE;FALSE;32;
200;g200;45.0;1;FALSE;FALSE;84;
201;g201;45.0;1;FALSE;FALSE;53;
202;g202;40.5;1;FALSE;FALSE;121;
203;g203;40.0;1;FALSE;FALSE;122;
204;g204;40.0;1;FALSE;FALSE;100;
205;g205;40.0;1;FALSE;FALSE;156;
206;g206;36.0;1;FALSE;FALSE;11;
207;g207;35.9;1;FALSE;FALSE;39;
208;g208;0.0;0;FALSE;FALSE;31;
209;g209;35.0;1;FALSE;FALSE;152;
210;g210;35.0;1;FALSE;FALSE;151;
211;g211;35.0;1;FALSE;FALSE;129;
212;g212;35.0;1;FALSE;FALSE;102;
213;g213;35.0;1;FALSE;FALSE;112;
214;g214;35.0;1;FALSE;FALSE;102;
215;g215;34.6;1;FALSE;FALSE;13;
216;g216;32.0;1;FALSE;FALSE;104;
217;g217;32.0;1;FALSE;FALSE;126;
218;g218;32.0;1;FALSE;FALSE;35;
219;g219;32.0;1;FALSE;FALSE;91;
220;g220;32.0;1;FALSE;FALSE;93;
221;g221;31.0;1;FALSE;FALSE;94;
222;g222;31.0;1;FALSE;FALSE;140;
223;g223;31.0;1;FALSE;FALSE;81;
224;g224;31.0;1;FALSE;FALSE;123;
225;g225;30.6;1;FALSE;FALSE;48;
226;g226;30.6;1;FALSE;FALSE;129;
227;g227;30.4;1;FALSE;FALSE;1;
228;g228;30.0;1;FALSE;FALSE;155;
229;g229;30.0;1;FALSE;FALSE;24;
230;g230;16.6;1;FALSE;FALSE;77;
231;g231;30.0;1;FALSE;FALSE;88;
232;g232;30.0;1;FALSE;FALSE;47;
233;g233;30.0;1;FALSE;FALSE;87;
234;g234;30.0;1;FALSE;FALSE;1;
235;g235;0.0;0;FALSE;FALSE;98;
236;g236;30.0;1;FALSE;FALSE;33;
237;g237;30.0;1;FALSE;FALSE;94;
238;g238;29.0;1;FALSE;FALSE;113;
239;g239;29.0;1;FALSE;FALSE;65;
240;g240;28.5;1;FALSE;FALSE;168;
241;g241;28.0;1;FALSE;FALSE;68;
242;g242;28.0;1;FALSE;FALSE;34;
243;g243;28.0;1;FALSE;FALSE;74;
244;g244;20.7;1;FALSE;FALSE;156;
245;g245;28.0;1;FALSE;FALSE;55;
246;g246;28.0;1;FALSE;FALSE;78;
247;g247;28.0;1;FALSE;FALSE;8;
248;g248;27.0;1;FALSE;FALSE;94;
249;g249;26.7;1;FALSE;FALSE;2;
250;g250;26.7;1;FALSE;FALSE;80;
251;g251;26.7;1;FALSE;FALSE;144;
252;g252;26.7;1;FALSE;FALSE;87;
253;g253;26.7;1;FALSE;FALSE;153;
254;g254;26.7;1;FALSE;FALSE;103;
255;g255;25.0;1;FALSE;FALSE;164;
256;g256;25.0;1;FALSE;FALSE;43;
257;g257;25.0;1;FALSE;FALSE;80;
258;g258;25.0;1;FALSE;FALSE;101;
259;g259;25.0;1;FALSE;FALSE;104;
260;g260;25.0;1;FALSE;FALSE;54;
261;g261;25.0;1;FALSE;FALSE;43;
262;g262;25.0;1;FALSE;FALSE;22;
263;g263;25.0;1;FALSE;FALSE;118;
264;g264;25.0;1;FALSE;FALSE;75;
265;g265;25.0;1;FALSE;FALSE;34;
266;g266;25.0;1;FALSE;FALSE;60;
267;g267;25.0;1;FALSE;FALSE;30;
268;g268;25.0;1;FALSE;FALSE;61;
269;g269;25.0;1;FALSE;FALSE;132;
270;g270;24.0;1;FALSE;FALSE;19;
271;g271;24.0;1;FALSE;FALSE;113;
272;g272;24.0;1;FALSE;FALSE;80;
273;g273;0.0;0;FALSE;FALSE;161;
274;g274;22.0;1;FALSE;FALSE;14;
275;g275;22.0;1;FALSE;FALSE;18;
276;g276;21.0;1;FALSE;FALSE;20;
277;g277;20.3;1;FALSE;FALSE;77;
278;g278;20.0;1;FALSE;FALSE;9;
279;g279;20.0;1;FALSE;FALSE;110;
280;g280;20.0;1;FALSE;FALSE;64;
281;g281;20.0;1;FALSE;FALSE;82;
282;g282;20.0;1;FALSE;FALSE;164;
283;g283;20.0;1;FALSE;FALSE;29;
284;g284;19.0;1;FALSE;FALSE;85;
285;g285;18.26;1;FALSE;FALSE;151;
286;g286;18.0;1;FALSE;FALSE;102;
287;g287;18.0;1;FALSE;FALSE;139;
288;g288;18.0;1;FALSE;FALSE;147;
289;g289;17.0;1;FALSE;FALSE;55;
290;g290;16.8;1;FALSE;FALSE;21;
291;g291;16.5;1;FALSE;FALSE;94;
292;g292;16.4;1;FALSE;FALSE;115;
293;g293;16.0;1;FALSE;FALSE;45;
294;g294;15.0;1;FALSE;FALSE;81;
295;g295;15.0;1;FALSE;FALSE;100;
296;g296;14.7;1;FALSE;FALSE;149;
297;g297;14.6;1;FALSE;FALSE;115;
298;g298;14.6;1;FALSE;FALSE;92;
299;g299;14.6;1;FALSE;FALSE;84;
300;g300;14.0;1;FALSE;FALSE;62;
301;g301;14.0;1;FALSE;FALSE;126;
302;g302;14.0;1;FALSE;FALSE;147;
303;g303;14.0;1;FALSE;FALSE;134;
304;g304;13.2;1;FALSE;FALSE;50;
305;g305;13.2;1;FALSE;FALSE;26;
306;g306;13.2;1;FALSE;FALSE;69;
307;g307;13.2;1;FALSE;FALSE;28;
308;g308;12.8;1;FALSE;FALSE;113;
309;g309;12.5;1;FALSE;FALSE;81;
310;g310;12.4;1;FALSE;FALSE;39;
311;g311;12.4;1;FALSE;FALSE;76;
312;g312;12.0;1;FALSE;FALSE;149;
313;g313;12.0;1;FALSE;FALSE;25;
314;g314;12.0;1;FALSE;FALSE;99;
315;g315;12.0;1;FALSE;FALSE;128;
316;g316;0.0;0;FALSE;FALSE;73;
317;g317;12.0;1;FALSE;FALSE;93;
318;g318;12.0;1;FALSE;FALSE;98;
319;g319;11.5;1;FALSE;FALSE;92;
320;g320;11.3;1;FALSE;FALSE;46;
321;g321;11.0;1;FALSE;FALSE;151;
322;g322;10.5;1;FALSE;FALSE;120;
323;g323;10.5;1;FALSE;FALSE;147;
324;g324;10.5;1;FALSE;FALSE;56;
325;g325;10.0;1;FALSE;FALSE;89;
326;g326;10.0;1;FALSE;FALSE;67;
327;g327;9.9;1;FALSE;FALSE;44;
328;g328;9.9;1;FALSE;FALSE;72;
329;g329;9.7;1;FALSE;FALSE;61;
330;g330;8.8;1;FALSE;FALSE;153;
331;g331;8.3;1;FALSE;FALSE;148;
332;g332;8.0;1;FALSE;FALSE;158;
333;g333;8.0;1;FALSE;FALSE;119;
334;g334;8.0;1;FALSE;FALSE;162;
335;g335;8.0;1;FALSE;FALSE;150;
336;g336;7.7;1;FALSE;FALSE;137;
337;g337;7.5;1;FALSE;FALSE;135;
338;g338;7.1;1;FALSE;FALSE;125;
339;g339;7.1;1;FALSE;FALSE;66;
340;g340;7.0;1;FALSE;FALSE;156;
341;g341;6.6;1;FALSE;FALSE;22;
342;g342;6.6;1;FALSE;FALSE;2;
343;g343;6.6;1;FALSE;FALSE;73;
344;g344;6.5;1;FALSE;FALSE;156;
345;g345;6.5;1;FALSE;FALSE;82;
346;g346;6.5;1;FALSE;FALSE;3;
347;g347;6.5;1;FALSE;FALSE;79;
348;g348;6.5;1;FALSE;FALSE;139;
349;g349;6.27;1;FALSE;FALSE;160;
350;g350;6.1;1;FALSE;FALSE;99;
351;g351;6.1;1;FALSE;FALSE;100;
352;g352;6.0;1;FALSE;FALSE;25;
353;g353;6.0;1;FALSE;FALSE;80;
354;g354;6.0;1;FALSE;FALSE;67;
355;g355;6.0;1;FALSE;FALSE;114;
356;g356;6.0;1;FALSE;FALSE;120;
357;g357;6.0;1;FALSE;FALSE;51;
358;g358;6.0;1;FALSE;FALSE;147;
359;g359;6.0;1;FALSE;FALSE;1;
360;g360;6.0;1;FALSE;FALSE;25;
361;g361;6.0;1;FALSE;FALSE;154;
362;g362;5.9;1;FALSE;FALSE;135;
363;g363;5.7;1;FALSE;FALSE;28;
364;g364;5.7;1;FALSE;FALSE;35;
365;g365;5.5;1;FALSE;FALSE;6;
366;g366;5.5;1;FALSE;FALSE;7;
367;g367;5.5;1;FALSE;FALSE;110;
368;g368;5.5;1;FALSE;FALSE;70;
369;g369;5.0;1;FALSE;FALSE;44;
370;g370;5.0;1;FALSE;FALSE;131;
371;g371;5.0;1;FALSE;FALSE;52;
372;g372;5.0;1;FALSE;FALSE;29;
373;g373;5.0;1;FALSE;FALSE;83;
374;g374;5.0;1;FALSE;FALSE;43;
375;g375;5.0;1;FALSE;FALSE;142;
376;g376;5.0;1;FALSE;FALSE;159;
</Thermal plants>
</END>
