<BEGIN>;
<Hydro plants>;
ID;Name;Minimum reservoir volume (hm3);Maximum reservoir volume (hm3);Name of downriver reservoir;Water travelling time (h);Run-of-river plant? TRUE or FALSE;Minimum forebay level (m);Maximum forebay level (m);Maximum spillage (m3/s);Basin;Influence of spillage on the HPF? Yes or No;Maximum spillage - HPF;Downriver plant of bypass discharge;Maximum bypass discharge (m3/s);Water travel time in the bypass process (h);Downriver reservoir of pump units;Upriver reservoir of pump units;Water travel time in pumping (h);Comments
</Hydro plants>;
<Thermal plants>;
ID;Name;Minimum power output (MW);Maximum power output (MW);Unitary linear cost ($/MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus id;Constant cost ($);Start-up cost ($);Shut-down cost ($);Reserve eligibility;Comments
39;g39;8.298174407;20.13234602;92.1267123;14.09;14.09;1;1;1679;0;202.0715;0;None;
40;g40;6.05633472;20.57381664;68.46357805;14.4;14.4;1;1;1679;0;176.849;0;None;
41;g41;1.968241372;6.719780571;0.7410390370000001;4.7;4.7;4;4;1157;0;5.393;0;None;
42;g42;3.272547817;10.63417927;9.664511415;7.44;7.44;2;2;513;0;13.315;0;None;
43;g43;2.874757362;10.91949208;12.527713330000001;7.64;7.64;4;4;513;0;9.887;0;None;
44;g44;1.92520848;7.704355927;0.07831497799999998;5.39;5.39;4;4;371;0;5.8225;0;None;
45;g45;2.043728797;7.596610184;0.0;5.32;5.32;1;1;371;0;8.772;0;None;
46;g46;7.840425043;20.17332694;77.3976268;14.12;14.12;4;4;976;0;166.9625;0;None;
47;g47;7.95247186;19.2828073;26.575806000000004;13.5;13.5;1;1;976;0;55.3425;0;None;
48;g48;3.365680929;11.10574971;39.02891012;7.77;7.77;4;4;2754;0;32.822;0;None;
49;g49;1.952424505;8.270523177;1.284337966;5.79;5.79;2;2;749;0;9.637;0;None;
50;g50;6.742328786;19.40893964;86.8970768;13.59;13.59;2;2;1188;0;141.2925;0;None;
51;g51;7.599341406;23.08754262;143.6305596;16.16;16.16;1;1;1254;0;268.954;0;None;
52;g52;6.346452923;10.8750191;59.9612586;7.61;7.61;4;4;252;0;4.1535;0;None;
53;g53;2.233554863;8.692703889;0.164853502;6.08;6.08;2;2;252;0;13.258;0;None;
54;g54;6.322665175;10.89528752;59.7031879;7.63;7.63;2;2;252;0;7.151;0;None;
55;g55;2.785140365;8.754219274;0.0;6.13;6.13;2;2;252;0;8.5325;0;None;
56;g56;5.023032989;12.32786864;78.90512945;8.63;8.63;4;4;504;0;81.278;0;None;
57;g57;5.99907953;25.03240896;125.3704528;17.52;17.52;2;2;115;0;210.5505;0;None;
58;g58;0.0;1.292810254;0.0;0.9;0.9;4;4;967;0;0.0;0;None;
59;g59;0.032381443;2.97333358;0.0;2.08;2.08;2;2;1642;0;0.0;0;None;
60;g60;2.110340139;8.959501717;1.444881186;6.27;6.27;1;1;1811;0;7.507;0;None;
61;g61;2.967159376;13.80354252;77.31172405;9.66;9.66;2;2;2634;0;80.3435;0;None;
62;g62;5.097944708;13.97019591;104.36049420000002;9.78;9.78;2;2;326;0;90.3355;0;None;
63;g63;4.030706054;12.78470094;93.671957;8.95;8.95;2;2;1829;0;105.823;0;None;
64;g64;7.8;32.80176922;23.44013753;22.96;22.96;4;4;1314;0;52.7565;0;None;
65;g65;11.50819548;22.27008464;35.9242458;15.59;15.59;4;4;71;0;192.18;0;None;
66;g66;1.269534714;5.374310856;1.082617272;3.76;3.76;4;4;93;0;0.6575;0;None;
67;g67;5.497491868;10.7361222;45.0555534;7.52;7.52;1;1;129;0;5.0045;0;None;
68;g68;4.374433492;11.79261368;67.777335;8.25;8.25;4;4;1594;0;46.1685;0;None;
69;g69;5.577727566;11.77648656;85.5405574;8.24;8.24;4;4;1594;0;26.7485;0;None;
70;g70;0.554400879;4.409161083;0.0;3.09;3.09;2;2;1354;0;5.405;0;None;
71;g71;5.30648041;17.17885555;89.9724584;12.03;12.03;2;2;1133;0;106.9755;0;None;
72;g72;12.23829507;21.45609112;96.70181915;15.02;15.02;4;4;1405;0;63.8285;0;None;
73;g73;10.98887044;24.15132043;121.0251975;16.91;16.91;2;2;2850;0;188.057;0;None;
74;g74;9.888156615;31.87990641;61.56943115;22.32;22.32;1;1;2849;0;154.8565;0;None;
75;g75;1.827693726;6.493005703;0.0;4.55;4.55;2;2;1122;0;4.5225;0;None;
76;g76;44.0;45.0;212.8918175;31.5;31.5;4;4;1708;0;196.1875;0;None;
77;g77;44.0;45.0;171.6474494;31.5;31.5;1;1;1708;0;186.435;0;None;
78;g78;12.54132124;19.80066909;72.91355345;13.86;13.86;1;1;1658;0;139.073;0;None;
79;g79;3.915527751;13.61024354;98.21335145;9.53;9.53;4;4;2884;0;119.453;0;None;
80;g80;8.028862878;20.11992579;39.83187368;14.08;14.08;1;1;1154;0;225.7545;0;None;
81;g81;1.757618889;8.20009285;1.601570522;5.74;5.74;2;2;231;0;4.4915;0;None;
82;g82;6.391856969;22.98277406;86.9585499;16.09;16.09;1;1;2887;0;241.675;0;None;
83;g83;8.063944197;22.92254912;157.7461903;16.05;16.05;1;1;2888;0;248.341;0;None;
84;g84;6.586343888;23.47223805;83.35678735;16.43;16.43;2;2;2889;0;179.346;0;None;
85;g85;5.961136897;22.70129927;112.6366528;15.89;15.89;2;2;1666;0;285.0375;0;None;
86;g86;5.71319242;16.91160382;98.44373165;11.84;11.84;4;4;499;0;103.86;0;None;
87;g87;1.957807497;6.591505161;0.11084589599999999;4.61;4.61;2;2;499;0;4.2405;0;None;
88;g88;4.597860564;16.77057434;104.2647356;11.74;11.74;2;2;499;0;103.9435;0;None;
89;g89;6.321595335;22.78452;94.37116075;15.95;15.95;4;4;2709;0;259.2925;0;None;
90;g90;7.914704309;23.05723718;99.03823189999999;16.14;16.14;4;4;709;0;230.1255;0;None;
91;g91;5.928605541;23.93421026;81.57532865;16.75;16.75;4;4;2710;0;214.273;0;None;
92;g92;7.934469934;23.73942577;110.9031936;16.62;16.62;1;1;2708;0;213.355;0;None;
93;g93;6.736748403;17.69628916;76.32943085;12.39;12.39;2;2;1280;0;75.4895;0;None;
94;g94;5.494351165;17.79150731;97.6717818;12.45;12.45;2;2;1493;0;97.581;0;None;
95;g95;13.92411122;22.58654225;146.1165903;15.81;15.81;1;1;745;0;113.9075;0;None;
96;g96;12.73908983;23.43858256;102.0529623;16.41;16.41;2;2;2727;0;159.4095;0;None;
97;g97;13.18031034;52.0109806;37.35889861;36.41;36.41;4;4;1445;0;150.863;0;None;
98;g98;2.851584845;9.800778385;0.0;6.86;6.86;4;4;564;0;10.945;0;None;
99;g99;3.515674587;11.82486983;43.70367667;8.28;8.28;2;2;1047;0;58.537;0;None;
100;g100;0.0;1.659915501;0.0;1.16;1.16;4;4;1047;0;0.0;0;None;
101;g101;0.0;0.825694845;0.0;0.58;0.58;4;4;1335;0;0.0;0;None;
102;g102;11.52032125;24.61523192;92.58139664999999;17.23;17.23;4;4;2624;0;101.273;0;None;
103;g103;10.88925371;23.86389416;45.76250739;16.7;16.7;4;4;298;0;190.1395;0;None;
104;g104;14.52166693;28.09741339;75.95194095;19.67;19.67;2;2;298;0;180.0605;0;None;
105;g105;15.48079533;26.65254104;148.6594869;18.66;18.66;1;1;2625;0;197.1165;0;None;
106;g106;15.36560227;28.4479959;96.80747595;19.91;19.91;4;4;2625;0;178.546;0;None;
107;g107;11.73325086;27.57473408;159.0279402;19.3;19.3;1;1;2624;0;266.503;0;None;
108;g108;10.1954381;23.34477149;72.98787355;16.34;16.34;4;4;2947;0;147.0935;0;None;
109;g109;8.057581122;23.00398272;110.4301126;16.1;16.1;4;4;2718;0;201.906;0;None;
110;g110;6.343554758;23.5826231;118.20309780000001;16.51;16.51;2;2;2720;0;201.219;0;None;
111;g111;6.555731734;23.80061923;111.6615467;16.66;16.66;1;1;741;0;221.5925;0;None;
112;g112;10.43572665;22.55283177;119.3515323;15.79;15.79;4;4;2719;0;206.0515;0;None;
113;g113;7.882813388;23.02795661;68.5680515;16.12;16.12;1;1;2721;0;255.2865;0;None;
114;g114;8.208794273;22.55300771;108.8440222;15.79;15.79;2;2;283;0;263.209;0;None;
115;g115;11.24043805;25.69088807;69.0106182;17.98;17.98;1;1;1506;0;229.641;0;None;
116;g116;9.670864815;25.71206673;61.76468175;18.0;18.0;1;1;1506;0;193.577;0;None;
117;g117;12.83308467;25.94981402;84.20482905;18.16;18.16;2;2;1847;0;225.475;0;None;
118;g118;7.495604561;19.65452498;103.3929506;13.76;13.76;2;2;1398;0;127.5835;0;None;
119;g119;7.704754462;19.76893857;123.5281042;13.84;13.84;2;2;1398;0;181.6995;0;None;
120;g120;9.0;43.71428571;31.12421788;30.6;30.6;1;1;225;0;4.1635;0;None;
121;g121;9.0;43.71428571;31.12142906;30.6;30.6;2;2;225;0;4.1635;0;None;
122;g122;0.0;0.313505122;2.139738663;0.22;0.22;2;2;1607;0;0.0;0;None;
123;g123;8.753130148;19.16973957;97.7105497;13.42;13.42;4;4;314;0;155.2075;0;None;
124;g124;76.24234473;231.959614;130.8620424;162.37;162.37;1;1;2680;0;740.781;0;None;
125;g125;97.08023031;167.8616232;230.95188640000003;117.5;117.5;2;2;582;0;877.245;0;None;
126;g126;94.51435195;167.957146;181.8150817;117.57;117.57;2;2;2978;0;574.125;0;None;
127;g127;81.30421966;233.4272189;156.10657289999997;163.4;163.4;2;2;2977;0;851.4415;0;None;
128;g128;80.31511658;232.219097;134.4522979;162.55;162.55;2;2;240;0;740.486;0;None;
129;g129;5.056417459;11.72943271;72.258612;8.21;8.21;2;2;1655;0;37.411;0;None;
130;g130;0.0;3.853222208;0.0;2.7;2.7;4;4;1655;0;0.0;0;None;
131;g131;16.60566413;52.24574821;41.92325755;36.57;36.57;1;1;1150;0;244.613;0;None;
132;g132;1.707561862;6.526163768;0.0;4.57;4.57;4;4;1447;0;2.9085;0;None;
133;g133;5.592315573;20.39749553;79.8361135;14.28;14.28;2;2;906;0;211.717;0;None;
134;g134;0.186721714;1.714402132;0.0;1.2;1.2;1;1;1474;0;0.0;0;None;
135;g135;1.923142222;7.706234343;0.0;5.39;5.39;1;1;1474;0;10.412;0;None;
136;g136;1.84103687;7.780875573;1.020964468;5.45;5.45;1;1;1474;0;9.2775;0;None;
137;g137;2.279712864;8.899453147;0.0;6.23;6.23;1;1;963;0;9.5005;0;None;
138;g138;10.4635692;20.11633656;38.75041882;14.08;14.08;4;4;962;0;255.5905;0;None;
139;g139;3.249361745;11.92989873;30.70781266;8.35;8.35;4;4;923;0;72.8415;0;None;
140;g140;5.834110882;15.8636317;103.5506689;11.1;11.1;1;1;1153;0;96.547;0;None;
141;g141;4.888114345;16.4142691;63.254342750000006;11.49;11.49;4;4;1153;0;59.591;0;None;
142;g142;1.73680146;6.3392714;0.0;4.44;4.44;4;4;274;0;3.699;0;None;
143;g143;1.336152527;5.2725325;0.47281423;3.69;3.69;2;2;274;0;2.902;0;None;
144;g144;2.314691983;9.760656008;0.923750915;6.83;6.83;4;4;1776;0;10.9025;0;None;
145;g145;2.41749687;9.923361723;0.0;6.95;6.95;4;4;1776;0;7.4605;0;None;
146;g146;7.870360206;22.98333376;155.3620523;16.09;16.09;2;2;184;0;252.1245;0;None;
147;g147;9.271003723;25.92588022;94.6412208;18.15;18.15;4;4;1657;0;239.1955;0;None;
148;g148;8.815603013;25.57985388;82.7308253;17.91;17.91;4;4;1657;0;221.479;0;None;
149;g149;0.0;2.197013052;0.0;1.54;1.54;1;1;1761;0;0.0;0;None;
150;g150;4.334318702;10.69066519;34.34554325;7.48;7.48;4;4;1761;0;5.551;0;None;
151;g151;14.38361841;27.38787831;144.8364705;19.17;19.17;2;2;1868;0;213.1405;0;None;
152;g152;13.97453785;23.60446327;80.00661835;16.52;16.52;4;4;1868;0;161.9015;0;None;
153;g153;8.6;36.06977267;24.8042655;25.25;25.25;1;1;731;0;3.389;0;None;
154;g154;10.80466335;23.25228886;142.7248821;16.28;16.28;4;4;2715;0;97.382;0;None;
155;g155;6.70591376;22.53620501;68.00915155;15.78;15.78;4;4;1263;0;230.733;0;None;
156;g156;5.668641409;22.69240047;74.40211615;15.88;15.88;4;4;1263;0;268.363;0;None;
157;g157;5.661257889;17.78758556;63.13403389999999;12.45;12.45;2;2;161;0;94.564;0;None;
158;g158;2.280011445;10.2;0.0;7.14;7.14;2;2;604;0;6.388;0;None;
159;g159;6.530244053;25.68624405;76.2139859;17.98;17.98;1;1;918;0;303.4445;0;None;
160;g160;3.300047506;11.31768284;45.5491728;7.92;7.92;2;2;1760;0;91.604;0;None;
161;g161;3.013328553;11.39568784;34.9212926;7.98;7.98;4;4;1760;0;93.455;0;None;
162;g162;5.01348499;12.86765073;92.4778307;9.01;9.01;2;2;1414;0;84.2285;0;None;
163;g163;5.066185596;11.62456809;82.8532015;8.14;8.14;1;1;1414;0;46.006;0;None;
164;g164;8.0;33.74790288;23.50181181;23.62;23.62;2;2;662;0;30.282;0;None;
165;g165;8.0;30.36886011;23.75521755;21.26;21.26;1;1;2697;0;43.7335;0;None;
166;g166;8.0;36.88680405;28.47759428;25.82;25.82;4;4;2696;0;65.281;0;None;
167;g167;3.151747725;11.62510918;18.10343223;8.14;8.14;4;4;1346;0;59.6815;0;None;
168;g168;5.686274805;11.88231273;63.5590434;8.32;8.32;1;1;1346;0;49.827;0;None;
169;g169;1.686824366;7.921068758;0.0;5.54;5.54;4;4;2622;0;4.1715;0;None;
170;g170;4.696337774;14.87202407;78.8522116;10.41;10.41;2;2;2622;0;41.0685;0;None;
171;g171;6.785612264;18.6023947;104.1569673;13.02;13.02;4;4;291;0;158.1;0;None;
172;g172;2.815162094;9.995169939;9.777439615;7.0;7.0;4;4;1490;0;9.633;0;None;
173;g173;5.989562295;21.0462182;59.65174685;14.73;14.73;1;1;1671;0;229.6185;0;None;
174;g174;7.8;32.59640804;20.04595928;22.82;22.82;4;4;1615;0;62.993;0;None;
175;g175;17.4;83.5589292;114.9036444;58.49;58.49;2;2;1681;0;528.58;0;None;
176;g176;23.78351713;70.24128141;126.0191149;49.17;49.17;4;4;418;0;757.3655;0;None;
177;g177;23.26116234;72.19004293;155.4455501;50.53;50.53;2;2;2658;0;818.162;0;None;
178;g178;16.78723433;73.42910047;153.3676153;51.4;51.4;4;4;418;0;262.589;0;None;
179;g179;23.44822673;71.79070676;147.7435513;50.25;50.25;1;1;2658;0;810.0665;0;None;
180;g180;8.28;37.81187604;27.55852769;26.47;26.47;1;1;461;0;3.578;0;None;
181;g181;1.832554019;6.232223619;1.112659464;4.36;4.36;2;2;31;0;5.5685;0;None;
182;g182;4.765858791;14.9000046;90.62104285;10.43;10.43;4;4;236;0;80.207;0;None;
183;g183;3.743064678;14.73634128;60.2307957;10.32;10.32;4;4;236;0;89.971;0;None;
184;g184;0.0;0.410081206;4.186972396;0.29;0.29;4;4;1754;0;0.0;0;None;
185;g185;0.0;0.287715515;9.531896545;0.2;0.2;1;1;1754;0;0.0;0;None;
186;g186;0.0;0.159728385;6.47647678;0.11;0.11;1;1;1754;0;0.0;0;None;
187;g187;0.0;1.060261665;6.350939175;0.74;0.74;1;1;898;0;0.0;0;None;
188;g188;6.026142407;22.21752888;112.9617964;15.55;15.55;1;1;898;0;196.435;0;None;
189;g189;4.985194448;14.8458522;127.2343837;10.39;10.39;1;1;120;0;106.0275;0;None;
190;g190;5.0;48.900449;1.305833317;34.23;34.23;4;4;549;0;25.3425;0;None;
191;g191;8.074694304;22.85601816;101.25863430000001;16.0;16.0;4;4;77;0;233.269;0;None;
194;g194;8.58698216;19.85285894;104.9496629;13.9;13.9;1;1;552;0;291.595;0;None;
195;g195;2.988397241;9.556036284;0.0;6.69;6.69;1;1;1858;0;6.953;0;None;
196;g196;6.313127545;24.67473951;109.82774659999998;17.27;17.27;4;4;134;0;276.663;0;None;
197;g197;8.4;35.14299975;24.57184946;24.6;24.6;2;2;1204;0;3.306;0;None;
198;g198;8.4;33.94225369;22.79563712;23.76;23.76;2;2;1204;0;3.149;0;None;
199;g199;5.549000943;10.93300311;50.85228899999999;7.65;7.65;4;4;641;0;5.778;0;None;
200;g200;2.90544412;10.9157379;11.0366313;7.64;7.64;2;2;641;0;9.4265;0;None;
201;g201;3.08689912;11.72778877;25.2488655;8.21;8.21;4;4;916;0;78.141;0;None;
202;g202;10.0;48.57142857;32.29180434;34.0;34.0;2;2;1317;0;4.626;0;None;
203;g203;8.0;29.78985993;18.1206938;20.85;20.85;4;4;1317;0;33.522;0;None;
204;g204;5.112248035;13.59967449;101.5313641;9.52;9.52;1;1;1610;0;55.1145;0;None;
205;g205;4.928295064;14.92646285;108.9766229;10.45;10.45;1;1;1610;0;113.4405;0;None;
206;g206;7.8;33.3156393;27.17034864;23.32;23.32;1;1;271;0;8.1335;0;None;
207;g207;14.27356738;52.71255706;31.73721586;36.9;36.9;1;1;1123;0;26.7775;0;None;
208;g208;8.16;35.10779738;27.16077715;24.58;24.58;1;1;300;0;10.633;0;None;
209;g209;13.22776544;26.91715873;104.5630496;18.84;18.84;1;1;648;0;204.464;0;None;
210;g210;0.065810204;1.358546316;0.0;0.95;0.95;1;1;1630;0;0.0;0;None;
211;g211;0.127498048;4.775568937;0.0;3.34;3.34;1;1;1630;0;1.3965;0;None;
212;g212;0.18178617;1.840605166;0.0;1.29;1.29;4;4;1630;0;0.0;0;None;
213;g213;0.07490184;4.725286524;0.0;3.31;3.31;1;1;1604;0;0.918;0;None;
214;g214;50.89309359;167.0889332;133.0945465;116.96;116.96;4;4;1802;0;361.63;0;None;
215;g215;50.28945661;168.7424853;132.0729872;118.12;118.12;2;2;2917;0;374.8775;0;None;
216;g216;40.46901718;141.0098799;73.8533287;98.71;98.71;2;2;2921;0;770.398;0;None;
217;g217;37.87071298;165.1905698;106.25241260000001;115.63;115.63;1;1;2918;0;424.549;0;None;
218;g218;43.24922037;140.4983481;92.5230601;98.35;98.35;1;1;2921;0;764.9595;0;None;
219;g219;37.60370498;140.3565813;86.03266875;98.25;98.25;1;1;2920;0;808.5585;0;None;
220;g220;46.3424153;165.0291195;127.15607179999999;115.52;115.52;2;2;2919;0;318.937;0;None;
221;g221;40.52801927;166.9309713;79.2695881;116.85;116.85;1;1;1802;0;311.736;0;None;
222;g222;44.08266725;166.0097195;78.5471154;116.21;116.21;1;1;2917;0;320.928;0;None;
223;g223;50.66702318;168.3150549;118.7884028;117.82;117.82;1;1;2919;0;351.5045;0;None;
224;g224;52.75788716;168.4842066;142.8932142;117.94;117.94;4;4;2918;0;406.965;0;None;
225;g225;51.59902255;140.7152096;141.2586527;98.5;98.5;1;1;2920;0;664.849;0;None;
226;g226;6.437030101;15.70087686;105.7474813;10.99;10.99;4;4;946;0;64.703;0;None;
227;g227;4.78307469;18.84169795;63.4997336;13.19;13.19;4;4;1576;0;148.2025;0;None;
228;g228;3.930243759;12.77276844;67.72370165;8.94;8.94;1;1;335;0;75.159;0;None;
229;g229;3.603144402;12.94507316;72.721009;9.06;9.06;4;4;335;0;130.1355;0;None;
230;g230;3.839050262;12.76842968;53.53415185;8.94;8.94;2;2;335;0;74.627;0;None;
231;g231;3.444474257;12.82149479;53.75902125;8.98;8.98;4;4;335;0;78.8615;0;None;
232;g232;12.44851837;29.16215643;114.717661;20.41;20.41;2;2;2932;0;165.5785;0;None;
233;g233;14.63069614;29.61578448;146.0841076;20.73;20.73;1;1;1873;0;304.324;0;None;
234;g234;11.68486878;23.22796155;130.368413;16.26;16.26;1;1;2931;0;170.023;0;None;
235;g235;8.567199091;23.94539987;133.3941733;16.76;16.76;4;4;2761;0;225.1015;0;None;
236;g236;7.149854977;23.46421201;80.5418805;16.42;16.42;4;4;2759;0;267.541;0;None;
237;g237;8.063126284;19.26782717;109.3439292;13.49;13.49;1;1;2760;0;158.42;0;None;
238;g238;6.555690097;23.69589264;98.4018377;16.59;16.59;4;4;2758;0;252.7375;0;None;
239;g239;8.582097769;23.73529783;122.44170589999999;16.61;16.61;4;4;883;0;186.191;0;None;
240;g240;8.821092582;22.84778507;127.91671579999999;15.99;15.99;4;4;2757;0;171.1655;0;None;
241;g241;10.4;50.40085758;30.955437900000003;35.28;35.28;2;2;631;0;100.474;0;None;
242;g242;0.189788534;2.967115762;0.0;2.08;2.08;2;2;1355;0;0.0;0;None;
243;g243;8.316204044;29.81545877;45.41010653;20.87;20.87;4;4;1151;0;113.21;0;None;
244;g244;7.827262069;31.24974771;29.61522306;21.87;21.87;4;4;2802;0;22.8555;0;None;
245;g245;8.909453365;29.84380403;65.19069615;20.89;20.89;4;4;2969;0;126.9895;0;None;
246;g246;9.494752544;31.10927261;170.6643524;21.78;21.78;1;1;2803;0;82.228;0;None;
247;g247;11.51932727;24.76002292;138.671262;17.33;17.33;1;1;313;0;152.355;0;None;
248;g248;3.020937076;12.92826194;43.80560261;9.05;9.05;1;1;1573;0;90.607;0;None;
249;g249;2.722197059;12.7559326;43.24415791;8.93;8.93;2;2;1294;0;109.8525;0;None;
250;g250;4.709909965;17.63701821;91.29459545;12.35;12.35;1;1;2578;0;128.0185;0;None;
251;g251;5.240970105;17.79000971;86.5972252;12.45;12.45;4;4;2578;0;117.9745;0;None;
252;g252;8.604383785;26.2852829;116.732596;18.4;18.4;2;2;1176;0;185.172;0;None;
253;g253;12.20844049;25.15170909;98.5080217;17.61;17.61;2;2;1176;0;191.4355;0;None;
254;g254;10.04722903;26.70996533;103.4431596;18.7;18.7;2;2;1782;0;205.8345;0;None;
255;g255;26.13249277;74.64326718;149.430416;52.25;52.25;1;1;626;0;1009.8305;0;None;
256;g256;30.08163972;122.7204898;88.84429085;85.9;85.9;4;4;146;0;768.161;0;None;
257;g257;0.309732877;3.926946576;0.0;2.75;2.75;1;1;262;0;0.0;0;None;
258;g258;1.627881075;5.25647175;0.8577390269999999;3.68;3.68;1;1;262;0;6.1725;0;None;
259;g259;2.075905028;8.158268157;0.0;5.71;5.71;1;1;262;0;10.7705;0;None;
260;g260;0.022165586;3.952422136;0.0;2.77;2.77;1;1;262;0;0.0;0;None;
261;g261;4.556085016;14.76859744;124.6056391;10.34;10.34;2;2;819;0;81.9835;0;None;
262;g262;0.217938686;4.682280046;0.0;3.28;3.28;4;4;1536;0;2.3305;0;None;
263;g263;0.442942395;4.488670673;0.0;3.14;3.14;1;1;1536;0;4.8275;0;None;
264;g264;3.756350624;12.95851398;72.739134;9.07;9.07;2;2;19;0;110.3385;0;None;
265;g265;3.179732099;23.59881361;68.2692943;16.52;16.52;4;4;838;0;274.624;0;None;
266;g266;6.285255474;23.83420227;103.59986020000001;16.68;16.68;1;1;838;0;158.7995;0;None;
267;g267;2.865290366;12.94049604;52.04088124999999;9.06;9.06;4;4;519;0;111.1825;0;None;
268;g268;3.048743972;12.74797005;37.66435067;8.92;8.92;2;2;519;0;71.977;0;None;
269;g269;8.810338521;25.80628261;127.14865790000002;18.06;18.06;1;1;275;0;181.6535;0;None;
270;g270;0.851729848;3.655759377;0.0;2.56;2.56;4;4;482;0;7.631;0;None;
271;g271;12.55521816;19.13282747;134.4673959;13.39;13.39;2;2;876;0;135.16;0;None;
272;g272;11.29972803;20.50964093;44.08066238;14.36;14.36;4;4;876;0;208.1855;0;None;
273;g273;11.75937343;26.0055866;52.91872985;18.2;18.2;1;1;876;0;157.5035;0;None;
