<BEGIN>
<Thermal plants>
ID;Name;Generation in time t = -1 in MW;State in t = -1. Either 1, if up, or 0, if down;Start-up trajectory (TRUE or FALSE);Shut-down trajectory (TRUE or FALSE);Number of hours (> 0) in the state of t = -1
41;g41;0.0;0;FALSE;FALSE;24;
42;g42;0.0;0;FALSE;FALSE;24;
43;g43;0.0;0;FALSE;FALSE;24;
44;g44;0.0;0;FALSE;FALSE;24;
45;g45;0.0;0;FALSE;FALSE;24;
46;g46;0.0;0;FALSE;FALSE;24;
47;g47;0.0;0;FALSE;FALSE;24;
48;g48;0.0;0;FALSE;FALSE;24;
49;g49;0.0;0;FALSE;FALSE;24;
50;g50;0.0;0;FALSE;FALSE;24;
51;g51;0.0;1;FALSE;FALSE;24;
52;g52;0.0;1;FALSE;FALSE;24;
53;g53;0.0;1;FALSE;FALSE;24;
54;g54;0.0;1;FALSE;FALSE;24;
55;g55;118.52388262275576;1;FALSE;FALSE;24;
56;g56;0.0;0;FALSE;FALSE;24;
57;g57;0.0;0;FALSE;FALSE;24;
58;g58;0.0;0;FALSE;FALSE;24;
59;g59;0.0;0;FALSE;FALSE;24;
60;g60;0.0;0;FALSE;FALSE;24;
61;g61;217.70834077655715;1;FALSE;FALSE;24;
62;g62;0.0;0;FALSE;FALSE;24;
63;g63;0.0;0;FALSE;FALSE;24;
64;g64;216.72764218301108;1;FALSE;FALSE;24;
65;g65;210.2561668226592;1;FALSE;FALSE;24;
66;g66;213.29548317279912;1;FALSE;FALSE;24;
67;g67;215.92960792473224;1;FALSE;FALSE;24;
68;g68;146.78595141083622;1;FALSE;FALSE;24;
69;g69;0.0;0;FALSE;FALSE;24;
70;g70;252.49952064629312;1;FALSE;FALSE;24;
71;g71;253.58054757992514;1;FALSE;FALSE;24;
72;g72;252.26289591620065;1;FALSE;FALSE;24;
73;g73;0.0;0;FALSE;FALSE;24;
74;g74;0.0;0;FALSE;FALSE;24;
75;g75;0.0;0;FALSE;FALSE;24;
76;g76;0.0;0;FALSE;FALSE;24;
77;g77;0.0;0;FALSE;FALSE;24;
78;g78;0.0;0;FALSE;FALSE;24;
79;g79;0.0;0;FALSE;FALSE;24;
80;g80;0.0;0;FALSE;FALSE;24;
81;g81;0.0;0;FALSE;FALSE;24;
82;g82;0.0;0;FALSE;FALSE;24;
83;g83;0.0;0;FALSE;FALSE;24;
84;g84;0.0;0;FALSE;FALSE;24;
85;g85;0.0;0;FALSE;FALSE;24;
86;g86;35.0;1;FALSE;FALSE;24;
89;g89;0.0;0;FALSE;FALSE;24;
90;g90;1.55;1;FALSE;FALSE;24;
91;g91;1.55;1;FALSE;FALSE;24;
92;g92;0.0;0;FALSE;FALSE;24;
93;g93;0.0;0;FALSE;FALSE;24;
96;g96;0.0;0;FALSE;FALSE;24;
101;g101;0.0;0;FALSE;FALSE;24;
103;g103;0.0;0;FALSE;FALSE;24;
105;g105;0.0;0;FALSE;FALSE;24;
108;g108;2.5;1;FALSE;FALSE;24;
109;g109;0.0;0;FALSE;FALSE;24;
110;g110;0.0;0;FALSE;FALSE;24;
111;g111;0.0;0;FALSE;FALSE;24;
112;g112;0.0;0;FALSE;FALSE;24;
113;g113;0.0;0;FALSE;FALSE;24;
114;g114;0.0;0;FALSE;FALSE;24;
115;g115;17.0;1;FALSE;FALSE;24;
116;g116;1.5;1;FALSE;FALSE;24;
117;g117;0.0;0;FALSE;FALSE;24;
119;g119;0.0;0;FALSE;FALSE;24;
120;g120;40.0;1;FALSE;FALSE;24;
125;g125;0.0;0;FALSE;FALSE;24;
126;g126;0.0;0;FALSE;FALSE;24;
129;g129;0.0;0;FALSE;FALSE;24;
130;g130;0.0;0;FALSE;FALSE;24;
135;g135;0.0;0;FALSE;FALSE;24;
139;g139;0.0;0;FALSE;FALSE;24;
140;g140;0.0;0;FALSE;FALSE;24;
141;g141;0.0;0;FALSE;FALSE;24;
142;g142;0.0;0;FALSE;FALSE;24;
143;g143;0.0;0;FALSE;FALSE;24;
144;g144;0.0;0;FALSE;FALSE;24;
145;g145;0.0;0;FALSE;FALSE;24;
146;g146;2.43;1;FALSE;FALSE;24;
147;g147;1.47;1;FALSE;FALSE;24;
148;g148;0.0;0;FALSE;FALSE;24;
149;g149;86.0;1;FALSE;FALSE;24;
150;g150;0.0;0;FALSE;FALSE;24;
151;g151;0.0;0;FALSE;FALSE;24;
152;g152;0.0;0;FALSE;FALSE;24;
153;g153;0.0;0;FALSE;FALSE;24;
154;g154;0.0;0;FALSE;FALSE;24;
155;g155;0.0;0;FALSE;FALSE;24;
156;g156;0.0;0;FALSE;FALSE;24;
157;g157;0.0;0;FALSE;FALSE;24;
158;g158;0.0;0;FALSE;FALSE;24;
161;g161;35.0;1;FALSE;FALSE;24;
163;g163;0.0;0;FALSE;FALSE;24;
166;g166;100.0;1;FALSE;FALSE;24;
168;g168;380.7894542318779;1;FALSE;FALSE;24;
169;g169;368.022485098707;1;FALSE;FALSE;24;
170;g170;6.0;1;FALSE;FALSE;24;
171;g171;0.0;0;FALSE;FALSE;24;
172;g172;0.0;0;FALSE;FALSE;24;
175;g175;0.0;0;FALSE;FALSE;24;
180;g180;0.0;0;FALSE;FALSE;24;
185;g185;0.0;0;FALSE;FALSE;24;
187;g187;0.0;0;FALSE;FALSE;24;
189;g189;0.0;0;FALSE;FALSE;24;
191;g191;0.0;0;FALSE;FALSE;24;
193;g193;0.0;0;FALSE;FALSE;24;
196;g196;0.0;0;FALSE;FALSE;24;
197;g197;0.0;0;FALSE;FALSE;24;
205;g205;0.0;0;FALSE;FALSE;24;
206;g206;0.0;0;FALSE;FALSE;24;
207;g207;20.0;1;FALSE;FALSE;24;
209;g209;0.0;0;FALSE;FALSE;24;
210;g210;0.0;0;FALSE;FALSE;24;
211;g211;0.0;0;FALSE;FALSE;24;
212;g212;0.0;0;FALSE;FALSE;24;
213;g213;0.0;0;FALSE;FALSE;24;
214;g214;0.0;0;FALSE;FALSE;24;
215;g215;0.0;0;FALSE;FALSE;24;
216;g216;100.0;1;FALSE;FALSE;24;
223;g223;0.0;0;FALSE;FALSE;24;
224;g224;0.0;0;FALSE;FALSE;24;
227;g227;0.0;0;FALSE;FALSE;24;
228;g228;0.0;0;FALSE;FALSE;24;
229;g229;0.0;0;FALSE;FALSE;24;
230;g230;44.46428571428571;1;FALSE;FALSE;24;
231;g231;44.464285714285715;1;FALSE;FALSE;24;
232;g232;0.0;0;FALSE;FALSE;24;
234;g234;0.0;0;FALSE;FALSE;24;
235;g235;0.0;0;FALSE;FALSE;24;
238;g238;0.0;0;FALSE;FALSE;24;
239;g239;0.0;0;FALSE;FALSE;24;
240;g240;0.0;0;FALSE;FALSE;24;
241;g241;0.0;0;FALSE;FALSE;24;
242;g242;0.0;0;FALSE;FALSE;24;
243;g243;0.0;0;FALSE;FALSE;24;
244;g244;0.0;0;FALSE;FALSE;24;
245;g245;0.0;0;FALSE;FALSE;24;
246;g246;0.0;0;FALSE;FALSE;24;
247;g247;0.0;0;FALSE;FALSE;24;
250;g250;20.0;1;FALSE;FALSE;24;
253;g253;39.0;1;FALSE;FALSE;24;
254;g254;0.0;0;FALSE;FALSE;24;
255;g255;0.0;0;FALSE;FALSE;24;
256;g256;0.0;0;FALSE;FALSE;24;
263;g263;0.0;0;FALSE;FALSE;24;
264;g264;0.0;0;FALSE;FALSE;24;
265;g265;0.0;0;FALSE;FALSE;24;
266;g266;0.0;0;FALSE;FALSE;24;
267;g267;0.0;0;FALSE;FALSE;24;
268;g268;0.0;0;FALSE;FALSE;24;
269;g269;0.0;0;FALSE;FALSE;24;
270;g270;0.0;0;FALSE;FALSE;24;
271;g271;0.0;0;FALSE;FALSE;24;
274;g274;215.84276088097977;1;FALSE;FALSE;24;
275;g275;0.0;0;FALSE;FALSE;24;
276;g276;0.0;0;FALSE;FALSE;24;
277;g277;0.0;0;FALSE;FALSE;24;
278;g278;40.0;1;FALSE;FALSE;24;
279;g279;0.0;0;FALSE;FALSE;24;
281;g281;0.0;0;FALSE;FALSE;24;
284;g284;0.0;0;FALSE;FALSE;24;
287;g287;0.0;0;FALSE;FALSE;24;
288;g288;8.5;1;FALSE;FALSE;24;
289;g289;0.0;0;FALSE;FALSE;24;
290;g290;0.0;0;FALSE;FALSE;24;
291;g291;0.0;0;FALSE;FALSE;24;
293;g293;2.0;1;FALSE;FALSE;24;
294;g294;0.0;0;FALSE;FALSE;24;
295;g295;0.0;0;FALSE;FALSE;24;
296;g296;0.0;0;FALSE;FALSE;24;
297;g297;0.0;0;FALSE;FALSE;24;
298;g298;0.0;0;FALSE;FALSE;24;
299;g299;0.0;0;FALSE;FALSE;24;
300;g300;0.0;0;FALSE;FALSE;24;
301;g301;0.0;0;FALSE;FALSE;24;
302;g302;0.0;0;FALSE;FALSE;24;
303;g303;0.0;0;FALSE;FALSE;24;
304;g304;0.0;0;FALSE;FALSE;24;
305;g305;0.0;0;FALSE;FALSE;24;
306;g306;0.0;0;FALSE;FALSE;24;
307;g307;0.0;0;FALSE;FALSE;24;
308;g308;0.4;1;FALSE;FALSE;24;
309;g309;0.0;0;FALSE;FALSE;24;
310;g310;0.0;0;FALSE;FALSE;24;
312;g312;2.0;1;FALSE;FALSE;24;
313;g313;0.0;0;FALSE;FALSE;24;
314;g314;0.0;0;FALSE;FALSE;24;
315;g315;0.0;0;FALSE;FALSE;24;
316;g316;0.0;0;FALSE;FALSE;24;
319;g319;2.0;1;FALSE;FALSE;24;
320;g320;0.0;0;FALSE;FALSE;24;
321;g321;231.94479006067593;1;FALSE;FALSE;24;
323;g323;72.5;1;FALSE;FALSE;24;
325;g325;0.0;0;FALSE;FALSE;24;
326;g326;2.5;1;FALSE;FALSE;24;
327;g327;0.0;0;FALSE;FALSE;24;
328;g328;0.0;0;FALSE;FALSE;24;
330;g330;0.0;0;FALSE;FALSE;24;
331;g331;0.0;0;FALSE;FALSE;24;
332;g332;0.0;0;FALSE;FALSE;24;
333;g333;0.0;0;FALSE;FALSE;24;
334;g334;0.0;0;FALSE;FALSE;24;
335;g335;0.0;0;FALSE;FALSE;24;
336;g336;0.0;0;FALSE;FALSE;24;
339;g339;0.0;0;FALSE;FALSE;24;
340;g340;0.3;1;FALSE;FALSE;24;
341;g341;0.0;0;FALSE;FALSE;24;
343;g343;0.0;0;FALSE;FALSE;24;
344;g344;0.0;0;FALSE;FALSE;24;
345;g345;0.0;0;FALSE;FALSE;24;
346;g346;40.0;1;FALSE;FALSE;24;
350;g350;4.0;1;FALSE;FALSE;24;
351;g351;0.0;0;FALSE;FALSE;24;
352;g352;0.0;0;FALSE;FALSE;24;
356;g356;0.0;0;FALSE;FALSE;24;
357;g357;0.0;0;FALSE;FALSE;24;
358;g358;36.0;1;FALSE;FALSE;24;
361;g361;0.0;0;FALSE;FALSE;24;
363;g363;0.0;0;FALSE;FALSE;24;
364;g364;0.0;0;FALSE;FALSE;24;
365;g365;0.0;0;FALSE;FALSE;24;
369;g369;0.5;1;FALSE;FALSE;24;
370;g370;0.0;0;FALSE;FALSE;24;
371;g371;0.0;0;FALSE;FALSE;24;
372;g372;0.0;0;FALSE;FALSE;24;
373;g373;0.0;0;FALSE;FALSE;24;
374;g374;0.0;0;FALSE;FALSE;24;
375;g375;0.0;0;FALSE;FALSE;24;
379;g379;0.0;0;FALSE;FALSE;24;
384;g384;0.0;0;FALSE;FALSE;24;
387;g387;0.0;0;FALSE;FALSE;24;
388;g388;2.5;1;FALSE;FALSE;24;
389;g389;2.0;1;FALSE;FALSE;24;
392;g392;0.0;0;FALSE;FALSE;24;
393;g393;0.0;0;FALSE;FALSE;24;
394;g394;0.0;0;FALSE;FALSE;24;
399;g399;20.0;1;FALSE;FALSE;24;
402;g402;0.0;0;FALSE;FALSE;24;
406;g406;0.0;0;FALSE;FALSE;24;
407;g407;0.0;0;FALSE;FALSE;24;
408;g408;0.0;0;FALSE;FALSE;24;
409;g409;2.567;1;FALSE;FALSE;24;
410;g410;0.0;0;FALSE;FALSE;24;
411;g411;0.0;0;FALSE;FALSE;24;
412;g412;0.0;0;FALSE;FALSE;24;
417;g417;0.0;0;FALSE;FALSE;24;
418;g418;0.0;0;FALSE;FALSE;24;
420;g420;0.0;0;FALSE;FALSE;24;
</Thermal plants>
</END>
