<BEGIN>;
<Hydro plants>;
ID;Name;Minimum reservoir volume (hm3);Maximum reservoir volume (hm3);Name of downriver reservoir;Water travelling time (h);Run-of-river plant? TRUE or FALSE;Minimum forebay level (m);Maximum forebay level (m);Maximum spillage (m3/s);Basin;Influence of spillage on the HPF? Yes or No;Maximum spillage - HPF;Downriver plant of bypass discharge;Maximum bypass discharge (m3/s);Water travel time in the bypass process (h);Downriver reservoir of pump units;Upriver reservoir of pump units;Water travel time in pumping (h);Comments
</Hydro plants>;
<Thermal plants>;
ID;Name;Minimum power output (MW);Maximum power output (MW);Unitary linear cost ($/MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus id;Constant cost ($);Start-up cost ($);Shut-down cost ($);Reserve eligibility;Comments
26;g26;158.2360225;213.4197525;789.4952667;149.39;149.39;1;1;57;0;611.637;0;None;
27;g27;156.2829815;213.1357966;817.3831390000001;149.2;149.2;2;2;57;0;611.582;0;None;
28;g28;159.2492823;215.0127579;725.7254155999999;150.51;150.51;4;4;57;0;778.827;0;None;
29;g29;48.1;48.1;490.4487651;33.67;33.67;2;2;58;0;78.282;0;None;
30;g30;178.2339744;220.0633028;735.4513483;154.04;154.04;4;4;77;0;3378.731;0;None;
31;g31;176.159933;220.5396549;727.6130804;154.38;154.38;2;2;77;0;3821.384;0;None;
32;g32;181.1055087;212.1510175;767.7218701999999;148.51;148.51;1;1;78;0;447.58;0;None;
33;g33;184.7678137;220.2716779;768.8483147;154.19;154.19;4;4;78;0;4442.068;0;None;
34;g34;182.1421684;218.5340331;754.9090143000001;152.97;152.97;2;2;78;0;2347.001;0;None;
35;g35;220.0171793;379.3050207;809.94891;265.51;265.51;1;1;81;0;3293.095;0;None;
36;g36;222.9694047;367.8101758;731.0227449;257.47;257.47;2;2;81;0;5421.148;0;None;
37;g37;9.0;9.0;0.0;6.3;6.3;2;2;97;0;23.632;0;None;
38;g38;6.0;6.0;42.44943839;4.2;4.2;1;1;97;0;0.0;0;None;
39;g39;176.8472997;213.9454455;775.3055359;149.76;149.76;1;1;103;0;327.156;0;None;
40;g40;175.4139078;214.8574242;764.7842294;150.4;150.4;1;1;104;0;432.152;0;None;
41;g41;86.45471816;117.4264698;500.756583;82.2;82.2;4;4;105;0;711.829;0;None;
42;g42;80.21500058;117.6159697;693.2757133;82.33;82.33;2;2;106;0;919.725;0;None;
43;g43;109.8719689;116.8843352;647.4182394;81.82;81.82;4;4;115;0;428.805;0;None;
44;g44;74.70306079;116.899728;449.2605201;81.83;81.83;4;4;116;0;1150.768;0;None;
45;g45;88.58444133;102.662556;463.8934765000001;71.86;71.86;1;1;117;0;345.295;0;None;
46;g46;194.1249851;199.2917563;718.747135;139.5;139.5;4;4;124;0;411.359;0;None;
47;g47;176.7635437;218.1955321;722.0745418;152.74;152.74;1;1;125;0;1677.36;0;None;
48;g48;192.097208;200.1720212;752.9365072999999;140.12;140.12;4;4;125;0;319.481;0;None;
49;g49;175.8041748;219.0667896;737.4028095;153.35;153.35;2;2;126;0;1165.162;0;None;
50;g50;195.9596054;203.5693425;733.5633946;142.5;142.5;2;2;126;0;336.38;0;None;
51;g51;0.0;117.8089741;84.38073108;82.47;82.47;1;1;131;0;990.148;0;None;
52;g52;0.0;119.6048305;70.67808233;83.72;83.72;4;4;131;0;995.354;0;None;
53;g53;0.0;119.4041045;75.88922156999999;83.58;83.58;2;2;132;0;1016.021;0;None;
54;g54;0.0;117.3107375;73.58821780999999;82.12;82.12;2;2;132;0;1016.565;0;None;
55;g55;116.3882869;118.5238826;224.2947042;82.97;82.97;2;2;133;0;192.948;0;None;
56;g56;119.6727804;120.0;541.5111636;84.0;84.0;4;4;133;0;143.439;0;None;
57;g57;116.0037516;118.9345409;721.210861;83.25;83.25;2;2;134;0;346.958;0;None;
58;g58;30.0;47.10655318;209.162916;32.97;32.97;4;4;145;0;484.675;0;None;
59;g59;30.0;45.7613522;209.150838;32.03;32.03;2;2;145;0;458.822;0;None;
60;g60;102.3688393;117.3381305;627.2412298;82.14;82.14;1;1;146;0;377.929;0;None;
61;g61;101.6367561;217.7083408;293.0887307;152.4;152.4;2;2;147;0;1903.157;0;None;
62;g62;172.3488973;196.3315121;803.3844773;137.43;137.43;2;2;147;0;171.982;0;None;
63;g63;173.4147808;196.1270301;790.1347107000001;137.29;137.29;2;2;147;0;147.197;0;None;
64;g64;104.3245643;216.7276422;316.156017;151.71;151.71;4;4;147;0;1870.147;0;None;
65;g65;129.7151179;210.2561668;418.432207;147.18;147.18;4;4;149;0;1583.304;0;None;
66;g66;118.7936789;213.2954832;364.9108675;149.31;149.31;4;4;150;0;1535.715;0;None;
67;g67;109.7056434;215.9296079;331.4527454;151.15;151.15;1;1;150;0;1730.149;0;None;
68;g68;105.266137;233.0391596;319.7539975;163.13;163.13;4;4;154;0;2421.682;0;None;
69;g69;123.3199387;227.8268405;417.0079981;159.48;159.48;4;4;154;0;1933.785;0;None;
70;g70;139.3164345;252.4995206;360.6670546;176.75;176.75;2;2;154;0;2380.222;0;None;
71;g71;132.3112952;253.5805476;329.349778;177.51;177.51;2;2;154;0;5345.383;0;None;
72;g72;154.5649028;252.2628959;372.3172242;176.58;176.58;4;4;155;0;4102.696;0;None;
73;g73;150.7902991;196.9838894;741.7824087;137.89;137.89;2;2;155;0;609.011;0;None;
74;g74;130.6592778;200.7413411;556.3211951;140.52;140.52;1;1;155;0;1192.516;0;None;
75;g75;130.5980347;200.5895675;568.623497;140.41;140.41;2;2;155;0;1173.22;0;None;
76;g76;131.854457;200.5947072;551.5648309;140.42;140.42;4;4;157;0;1180.143;0;None;
77;g77;183.673372;191.7936109;715.095904;134.26;134.26;1;1;163;0;165.986;0;None;
78;g78;184.660417;193.5420507;812.1959416;135.48;135.48;1;1;163;0;97.573;0;None;
79;g79;184.4284237;192.8944758;773.3244902;135.03;135.03;4;4;164;0;130.087;0;None;
80;g80;184.8326761;193.3719023;808.3943162;135.36;135.36;1;1;164;0;116.365;0;None;
81;g81;170.0;170.0;855.4252405;119.0;119.0;2;2;179;0;583.047;0;None;
82;g82;30.04085561;169.5388803;95.21965387;118.68;118.68;1;1;204;0;974.547;0;None;
83;g83;11.57236069;167.459285;61.58188886;117.22;117.22;1;1;204;0;1126.729;0;None;
84;g84;36.39961175;171.3955426;112.66159299999998;119.98;119.98;2;2;204;0;877.072;0;None;
85;g85;12.74133057;168.864081;66.60990337;118.2;118.2;2;2;205;0;1144.597;0;None;
86;g86;35.0;35.0;0.0;24.5;24.5;4;4;214;0;114.406;0;None;
89;g89;0.0;0.0;0.0;0.0;0.0;2;2;214;0;0.0;0;None;
90;g90;1.55;1.55;4.069176747;1.08;1.08;2;2;220;0;0.0;0;None;
91;g91;1.55;1.55;3.369304412;1.08;1.08;4;4;221;0;0.0;0;None;
92;g92;7.0;7.0;94.10959804;4.9;4.9;4;4;239;0;0.0;0;None;
93;g93;291.5235595;369.5385284;1172.744746;258.68;258.68;4;4;246;0;5973.862;0;None;
96;g96;0.0;0.0;0.0;0.0;0.0;1;1;309;0;182.098;0;None;
101;g101;15.0;15.0;190.1573607;10.5;10.5;2;2;310;0;107.111;0;None;
103;g103;15.0;15.0;141.8087367;10.5;10.5;2;2;311;0;42.217;0;None;
105;g105;30.0;30.0;299.8176325;21.0;21.0;1;1;313;0;30.259;0;None;
108;g108;2.5;2.5;0.0;1.75;1.75;2;2;322;0;0.433;0;None;
109;g109;43.25;43.25;379.85527040000005;30.28;30.28;4;4;365;0;215.438;0;None;
110;g110;43.25;43.25;445.81554679999994;30.28;30.28;4;4;366;0;331.596;0;None;
111;g111;43.25;43.25;416.1374011;30.28;30.28;2;2;367;0;253.826;0;None;
112;g112;43.25;43.25;415.8836977;30.28;30.28;4;4;368;0;266.641;0;None;
113;g113;178.3806188;201.5237294;838.5911026;141.07;141.07;4;4;385;0;168.216;0;None;
114;g114;18.37504782;21.50316749;464.6433705;15.05;15.05;4;4;385;0;956.238;0;None;
115;g115;17.0;17.0;0.0;11.9;11.9;4;4;386;0;9.859;0;None;
116;g116;1.5;1.5;3.000775938;1.05;1.05;2;2;443;0;0.0;0;None;
117;g117;0.0;0.0;0.0;0.0;0.0;1;1;452;0;0.937;0;None;
119;g119;1.4;1.4;24.68924766;0.98;0.98;4;4;485;0;0.0;0;None;
120;g120;40.0;40.0;0.0;28.0;28.0;1;1;536;0;70.879;0;None;
125;g125;25.0;25.0;574.0214351;17.5;17.5;4;4;537;0;370.47;0;None;
126;g126;25.0;25.0;488.0613222;17.5;17.5;4;4;537;0;371.619;0;None;
129;g129;1.4;1.4;17.05530851;0.98;0.98;2;2;551;0;0.0;0;None;
130;g130;30.0;30.0;173.5751301;21.0;21.0;1;1;559;0;11.698;0;None;
135;g135;30.0;30.0;373.1387232;21.0;21.0;4;4;560;0;64.66;0;None;
139;g139;1.0;1.0;8.883371657;0.7;0.7;1;1;573;0;0.0;0;None;
140;g140;78.0;78.0;435.8009555;54.6;54.6;2;2;626;0;104.518;0;None;
141;g141;30.0;30.0;231.7847222;21.0;21.0;1;1;626;0;10.871;0;None;
142;g142;158.4548468;215.3435433;733.4178599000002;150.74;150.74;1;1;664;0;834.157;0;None;
143;g143;165.7183927;213.7431241;740.1474503;149.62;149.62;2;2;665;0;542.946;0;None;
144;g144;150.0;150.0;1001.705252;105.0;105.0;2;2;685;0;797.386;0;None;
145;g145;50.0;50.0;746.5102177000001;35.0;35.0;2;2;685;0;48.036;0;None;
146;g146;2.43;2.43;0.0;1.7;1.7;1;1;691;0;0.398;0;None;
147;g147;1.47;1.47;2.092220808;1.03;1.03;2;2;716;0;0.0;0;None;
148;g148;159.3266933;215.4461864;707.7314497;150.81;150.81;2;2;740;0;841.631;0;None;
149;g149;86.0;86.0;0.0;60.2;60.2;4;4;763;0;94.703;0;None;
150;g150;1.0;1.0;10.68256752;0.7;0.7;1;1;792;0;0.0;0;None;
151;g151;10.78637038;65.05463591;164.4643348;45.54;45.54;2;2;796;0;449.291;0;None;
152;g152;13.8270689;64.31355853;170.3832886;45.02;45.02;2;2;796;0;630.86;0;None;
153;g153;24.11276534;28.85121565;462.5801975;20.2;20.2;2;2;796;0;427.561;0;None;
154;g154;22.64240297;29.19290534;445.3089635;20.44;20.44;2;2;796;0;551.002;0;None;
155;g155;87.78373178;122.347291;540.5526136;85.64;85.64;2;2;807;0;864.985;0;None;
156;g156;107.8514839;123.3044388;856.2080541;86.31;86.31;4;4;808;0;579.047;0;None;
157;g157;15.0;15.0;143.7733993;10.5;10.5;1;1;845;0;30.221;0;None;
158;g158;15.0;15.0;172.031581;10.5;10.5;4;4;845;0;89.432;0;None;
161;g161;35.0;35.0;0.0;24.5;24.5;2;2;877;0;83.793;0;None;
163;g163;50.0;50.0;645.1944319;35.0;35.0;1;1;900;0;45.264;0;None;
166;g166;100.0;100.0;0.0;70.0;70.0;1;1;976;0;146.707;0;None;
168;g168;227.8239213;380.7894542;842.5962310999998;266.55;266.55;1;1;1001;0;6124.447;0;None;
169;g169;223.1005363;368.0224851;803.5653502;257.62;257.62;1;1;1002;0;6043.014;0;None;
170;g170;6.0;6.0;12.80481526;4.2;4.2;4;4;1006;0;0.0;0;None;
171;g171;4.0;4.0;17.49472379;2.8;2.8;4;4;1005;0;0.636;0;None;
172;g172;4.0;4.0;28.25861148;2.8;2.8;1;1;1006;0;1.89;0;None;
175;g175;15.0;15.0;139.6161926;10.5;10.5;4;4;1013;0;25.507;0;None;
180;g180;0.0;0.0;0.0;0.0;0.0;4;4;1024;0;50.976;0;None;
185;g185;50.0;50.0;711.4135071;35.0;35.0;2;2;1113;0;48.466;0;None;
187;g187;17.0;17.0;211.727527;11.9;11.9;4;4;1152;0;156.845;0;None;
189;g189;17.0;17.0;223.8501657;11.9;11.9;4;4;1153;0;131.463;0;None;
191;g191;16.0;16.0;232.9651864;11.2;11.2;2;2;1154;0;211.073;0;None;
193;g193;70.0;70.0;477.69686930000006;49.0;49.0;4;4;1179;0;289.382;0;None;
196;g196;50.0;50.0;558.5635525;35.0;35.0;4;4;1188;0;54.453;0;None;
197;g197;0.0;0.0;0.0;0.0;0.0;1;1;1246;0;0.0;0;None;
205;g205;172.8112522;220.4958975;758.6130942000001;154.35;154.35;4;4;1287;0;2225.093;0;None;
206;g206;167.017055;216.1790606;778.900075;151.33;151.33;2;2;1288;0;701.775;0;None;
207;g207;20.0;20.0;0.0;14.0;14.0;4;4;1342;0;59.245;0;None;
209;g209;25.0;25.0;492.6005117000001;17.5;17.5;1;1;1343;0;438.291;0;None;
210;g210;81.94421219;105.4819766;480.1950148;73.84;73.84;4;4;1351;0;510.94;0;None;
211;g211;80.76544802;116.8904801;755.1612139;81.82;81.82;4;4;1352;0;851.617;0;None;
212;g212;82.74052117;115.7882236;625.5161282;81.05;81.05;4;4;1351;0;977.066;0;None;
213;g213;87.54107592;115.2174319;522.8636228;80.65;80.65;2;2;1353;0;709.619;0;None;
214;g214;89.04996513;122.7019088;462.4556348;85.89;85.89;2;2;1363;0;868.815;0;None;
215;g215;92.43469877;123.2459398;653.7339427;86.27;86.27;1;1;1363;0;763.612;0;None;
216;g216;100.0;100.0;0.0;70.0;70.0;2;2;1374;0;144.384;0;None;
223;g223;0.0;0.0;0.0;0.0;0.0;4;4;1432;0;0.0;0;None;
224;g224;0.0;0.0;0.0;0.0;0.0;2;2;1432;0;0.0;0;None;
227;g227;0.0;0.0;0.0;0.0;0.0;1;1;1435;0;0.0;0;None;
228;g228;13.0;13.0;220.2874543;9.1;9.1;2;2;1434;0;118.082;0;None;
229;g229;173.5964963;219.2955126;709.4882146;153.51;153.51;1;1;1439;0;2490.539;0;None;
230;g230;3.0;44.46428571;48.25195396;31.12;31.12;4;4;1461;0;8.512;0;None;
231;g231;3.0;44.46428571;48.26089106;31.12;31.12;4;4;1461;0;8.512;0;None;
232;g232;15.0;15.0;140.146641;10.5;10.5;1;1;1644;0;12.373;0;None;
234;g234;15.0;15.0;198.372907;10.5;10.5;4;4;1644;0;99.688;0;None;
235;g235;15.0;15.0;202.6485558;10.5;10.5;2;2;1644;0;104.715;0;None;
238;g238;70.50585372;151.4746727;349.2433045;106.03;106.03;4;4;1672;0;863.081;0;None;
239;g239;78.71367003;124.7848333;516.8062694;87.35;87.35;4;4;1673;0;1100.489;0;None;
240;g240;69.25621604;151.5234015;383.2378347;106.07;106.07;1;1;1673;0;1070.588;0;None;
241;g241;72.39893466;119.8044488;618.673804;83.86;83.86;4;4;1674;0;1230.607;0;None;
242;g242;89.74044789;101.1036536;657.1680737000001;70.77;70.77;2;2;1684;0;326.076;0;None;
243;g243;36.32788334;42.66420229;202.5533479;29.86;29.86;4;4;1685;0;61.14;0;None;
244;g244;89.74372357;106.0458674;566.8399939;74.23;74.23;2;2;1685;0;498.894;0;None;
245;g245;37.03416633;41.54215435;160.0828555;29.08;29.08;4;4;1685;0;75.749;0;None;
246;g246;89.1113598;105.9867273;520.4004031;74.19;74.19;1;1;1685;0;437.424;0;None;
247;g247;35.5627643;41.97218517;159.8793754;29.38;29.38;1;1;1684;0;49.675;0;None;
250;g250;20.0;20.0;0.0;14.0;14.0;2;2;1793;0;35.653;0;None;
253;g253;39.0;39.0;0.0;27.3;27.3;4;4;1794;0;106.023;0;None;
254;g254;177.0231263;211.1246882;669.6698091;147.79;147.79;4;4;1836;0;1023.881;0;None;
255;g255;181.5904706;219.6246482;747.606897;153.74;153.74;4;4;1836;0;3665.644;0;None;
256;g256;194.3984679;206.2186286;690.2660466;144.35;144.35;1;1;1838;0;516.598;0;None;
263;g263;0.0;0.0;0.0;0.0;0.0;1;1;1926;0;0.0;0;None;
264;g264;0.0;0.0;0.0;0.0;0.0;1;1;1926;0;0.0;0;None;
265;g265;116.7938267;119.0513285;487.6683134;83.34;83.34;1;1;1928;0;268.945;0;None;
266;g266;114.2985896;117.9429273;676.3061879;82.56;82.56;1;1;1929;0;425.35;0;None;
267;g267;1.0;1.0;12.48557062;0.7;0.7;4;4;1944;0;0.0;0;None;
268;g268;1.2;1.2;14.34325807;0.84;0.84;4;4;1947;0;0.0;0;None;
269;g269;0.2;0.2;14.2560925;0.14;0.14;1;1;1957;0;0.0;0;None;
270;g270;0.1;0.1;23.45400969;0.07;0.07;1;1;1962;0;0.0;0;None;
271;g271;17.0;17.0;219.9069498;11.9;11.9;4;4;1964;0;101.273;0;None;
274;g274;110.2144254;215.8427609;333.5169851;151.09;151.09;2;2;1991;0;1815.802;0;None;
275;g275;4.636834379;25.79284686;35.81447297;18.05;18.05;2;2;1997;0;355.336;0;None;
276;g276;5.344960773;26.0297339;69.84342298;18.22;18.22;4;4;1997;0;369.316;0;None;
277;g277;0.696570095;25.83677305;8.224182365;18.09;18.09;2;2;1997;0;449.901;0;None;
278;g278;40.0;40.0;0.0;28.0;28.0;4;4;2001;0;131.007;0;None;
279;g279;80.0;80.0;283.0543251;56.0;56.0;2;2;2001;0;97.513;0;None;
281;g281;0.4;0.4;9.468529192;0.28;0.28;4;4;2007;0;0.0;0;None;
284;g284;25.0;25.0;555.3326986;17.5;17.5;1;1;2014;0;283.847;0;None;
287;g287;14.0;14.0;196.89350769999996;9.8;9.8;1;1;2035;0;69.972;0;None;
288;g288;8.5;8.5;0.0;5.95;5.95;1;1;2039;0;2.579;0;None;
289;g289;94.85170997;116.283273;837.7697741000001;81.4;81.4;1;1;2041;0;471.395;0;None;
290;g290;0.1;0.1;11.22647214;0.07;0.07;1;1;2046;0;0.0;0;None;
291;g291;1.0;1.0;10.12380799;0.7;0.7;1;1;2056;0;0.0;0;None;
293;g293;2.0;2.0;0.0;1.4;1.4;1;1;2063;0;0.236;0;None;
294;g294;0.2;0.2;3.512684207;0.14;0.14;1;1;2070;0;0.0;0;None;
295;g295;25.14778974;47.5704788;107.55888689999999;33.3;33.3;4;4;2090;0;439.472;0;None;
296;g296;30.0;46.46349153;154.5554507;32.52;32.52;1;1;2090;0;976.427;0;None;
297;g297;24.33058422;26.4214685;428.9988598;18.5;18.5;4;4;2091;0;346.307;0;None;
298;g298;30.07350293;51.67599717;136.8568264;36.17;36.17;2;2;2093;0;39.657;0;None;
299;g299;0.0;0.0;0.0;0.0;0.0;2;2;2096;0;0.73;0;None;
300;g300;0.0;0.0;0.0;0.0;0.0;1;1;2118;0;0.0;0;None;
301;g301;1.0;1.0;20.78745471;0.7;0.7;1;1;2140;0;0.0;0;None;
302;g302;0.8;0.8;16.65054133;0.56;0.56;1;1;2175;0;0.0;0;None;
303;g303;0.8;0.8;21.253358649999996;0.56;0.56;2;2;2202;0;0.0;0;None;
304;g304;0.2;0.2;19.67228223;0.14;0.14;1;1;2203;0;0.0;0;None;
305;g305;0.0;0.0;0.0;0.0;0.0;1;1;2208;0;0.0;0;None;
306;g306;184.8127778;193.9251733;841.5644959;135.75;135.75;1;1;2214;0;77.35;0;None;
307;g307;184.7456799;193.4026618;800.8824399;135.38;135.38;4;4;2215;0;110.686;0;None;
308;g308;0.4;0.4;1.138441877;0.28;0.28;1;1;2228;0;0.0;0;None;
309;g309;14.5;14.5;150.8732267;10.15;10.15;4;4;2235;0;48.945;0;None;
310;g310;50.0;50.0;603.849081;35.0;35.0;4;4;2253;0;42.112;0;None;
312;g312;2.0;2.0;0.0;1.4;1.4;1;1;2265;0;0.314;0;None;
313;g313;4.0;4.0;31.96961716;2.8;2.8;4;4;2277;0;2.107;0;None;
314;g314;1.0;1.0;14.07075538;0.7;0.7;2;2;2293;0;0.0;0;None;
315;g315;0.2;0.2;14.64614887;0.14;0.14;4;4;2295;0;0.0;0;None;
316;g316;0.2;0.2;13.974835350000001;0.14;0.14;2;2;2296;0;0.0;0;None;
319;g319;2.0;2.0;0.0;1.4;1.4;1;1;2328;0;0.224;0;None;
320;g320;0.1;0.1;35.6072384;0.07;0.07;1;1;2331;0;0.0;0;None;
321;g321;108.1685036;231.9447901;325.80242;162.36;162.36;4;4;2343;0;1962.338;0;None;
323;g323;72.5;72.5;134.3827161;50.75;50.75;4;4;2354;0;92.39;0;None;
325;g325;0.0;0.0;0.0;0.0;0.0;1;1;2360;0;0.947;0;None;
326;g326;2.5;2.5;0.0;1.75;1.75;4;4;2366;0;0.345;0;None;
327;g327;0.2;0.2;12.67888327;0.14;0.14;4;4;2370;0;0.0;0;None;
328;g328;0.0;0.0;0.0;0.0;0.0;4;4;2431;0;0.461;0;None;
330;g330;0.5;0.5;14.15268958;0.35;0.35;2;2;2438;0;0.0;0;None;
331;g331;0.6;0.6;3.639924757;0.42;0.42;2;2;2448;0;0.0;0;None;
332;g332;65.0;65.0;572.013884;45.5;45.5;4;4;2451;0;209.236;0;None;
333;g333;0.1;0.1;7.814504416000001;0.07;0.07;4;4;2453;0;0.0;0;None;
334;g334;0.6;0.6;25.12939214;0.42;0.42;4;4;2459;0;0.0;0;None;
335;g335;0.3;0.3;25.65509907;0.21;0.21;1;1;2467;0;0.0;0;None;
336;g336;29.0;29.0;161.3604443;20.3;20.3;1;1;2470;0;26.277;0;None;
339;g339;0.2;0.2;8.198596828;0.14;0.14;1;1;2481;0;0.0;0;None;
340;g340;0.3;0.3;0.0;0.21;0.21;2;2;2482;0;0.0;0;None;
341;g341;0.5;0.5;18.62227959;0.35;0.35;1;1;2483;0;0.0;0;None;
343;g343;4.0;4.0;30.22638998;2.8;2.8;4;4;2488;0;1.31;0;None;
344;g344;0.0;0.0;0.0;0.0;0.0;2;2;2491;0;55.357;0;None;
345;g345;3.5;3.5;35.17710093;2.45;2.45;2;2;2497;0;0.612;0;None;
346;g346;40.0;40.0;0.0;28.0;28.0;2;2;2500;0;86.111;0;None;
350;g350;4.0;4.0;6.61583793;2.8;2.8;1;1;2526;0;0.762;0;None;
351;g351;23.0;23.0;546.6347681;16.1;16.1;4;4;2529;0;233.531;0;None;
352;g352;0.0;0.0;0.0;0.0;0.0;1;1;2536;0;0.0;0;None;
356;g356;0.5;0.5;29.20764029;0.35;0.35;1;1;2546;0;0.0;0;None;
357;g357;1.0;1.0;21.06705949;0.7;0.7;1;1;2547;0;0.0;0;None;
358;g358;36.0;36.0;0.0;25.2;25.2;1;1;2554;0;45.434;0;None;
361;g361;0.1;0.1;4.78938562;0.07;0.07;2;2;2563;0;0.0;0;None;
363;g363;0.2;0.2;18.1761003;0.14;0.14;4;4;2568;0;0.0;0;None;
364;g364;0.0;0.0;0.0;0.0;0.0;1;1;2571;0;0.521;0;None;
365;g365;0.4;0.4;19.98043153;0.28;0.28;2;2;2573;0;0.0;0;None;
369;g369;0.5;0.5;1.139761726;0.35;0.35;4;4;2589;0;0.0;0;None;
370;g370;0.2;0.2;29.19196211;0.14;0.14;1;1;2606;0;0.0;0;None;
371;g371;0.1;0.1;4.921454401;0.07;0.07;4;4;2625;0;0.0;0;None;
372;g372;0.0;0.0;0.0;0.0;0.0;2;2;2628;0;0.292;0;None;
373;g373;0.0;0.0;0.0;0.0;0.0;1;1;2632;0;92.123;0;None;
374;g374;0.2;0.2;9.660233876;0.14;0.14;4;4;2634;0;0.0;0;None;
375;g375;0.3;0.3;21.3458113;0.21;0.21;2;2;2643;0;0.0;0;None;
379;g379;0.7;0.7;20.9452944;0.49;0.49;4;4;2653;0;0.0;0;None;
384;g384;1.3;1.3;10.79943296;0.91;0.91;1;1;2667;0;0.0;0;None;
387;g387;55.0;55.0;332.0281489;38.5;38.5;2;2;2675;0;91.115;0;None;
388;g388;2.5;2.5;0.0;1.75;1.75;1;1;2681;0;0.442;0;None;
389;g389;2.0;2.0;0.0;1.4;1.4;2;2;2684;0;0.214;0;None;
392;g392;0.1;0.1;24.50686502;0.07;0.07;2;2;2695;0;0.0;0;None;
393;g393;25.0;25.0;536.7863977;17.5;17.5;1;1;2701;0;361.477;0;None;
394;g394;25.0;25.0;525.7942156;17.5;17.5;2;2;2701;0;431.465;0;None;
399;g399;20.0;20.0;0.0;14.0;14.0;1;1;2712;0;53.758;0;None;
402;g402;5.8;5.8;74.22781328;4.06;4.06;1;1;2719;0;0.0;0;None;
406;g406;6.8;6.8;44.12892555;4.76;4.76;2;2;450;0;0.0;0;None;
407;g407;0.7;0.7;14.56463196;0.49;0.49;4;4;1166;0;0.0;0;None;
408;g408;0.0;0.0;0.0;0.0;0.0;4;4;1845;0;0.163;0;None;
409;g409;2.567;2.567;0.0;1.8;1.8;2;2;2149;0;0.615;0;None;
410;g410;0.69;0.69;15.780253749999998;0.48;0.48;4;4;17;0;0.0;0;None;
411;g411;0.02;0.02;4.289239064;0.01;0.01;1;1;845;0;0.0;0;None;
