<BEGIN>;
<Hydro plants>;
ID;Name;Minimum reservoir volume (hm3);Maximum reservoir volume (hm3);Name of downriver reservoir;Water travelling time (h);Run-of-river plant? TRUE or FALSE;Minimum forebay level (m);Maximum forebay level (m);Maximum spillage (m3/s);Basin;Influence of spillage on the HPF? Yes or No;Maximum spillage - HPF;Downriver plant of bypass discharge;Maximum bypass discharge (m3/s);Water travel time in the bypass process (h);Downriver reservoir of pump units;Upriver reservoir of pump units;Water travel time in pumping (h);Comments
</Hydro plants>;
<Thermal plants>;
ID;Name;Minimum power output (MW);Maximum power output (MW);Unitary linear cost ($/MW);Ramp-up limit (MW/h);Ramp-down limit (MW/h);Minimum up-time (h);Minimum down-time (h);Bus id;Constant cost ($);Start-up cost ($);Shut-down cost ($);Reserve eligibility;Comments
27;g27;5.638040712;195.8025989;5.13332341;137.06;137.06;2;2;1002;0;174.8298091;0;None;
28;g28;348.5187103;887.2350539;127.4196293;621.06;621.06;4;4;1043;0;759.7945572;0;None;
29;g29;0.0;118.9850545;9.993369063;83.29;83.29;2;2;1083;0;119.3223725;0;None;
30;g30;430.7358603;1185.720074;127.20090050000002;830.0;830.0;4;4;1093;0;1132.412522;0;None;
31;g31;10.52832613;75.36065183;0.0;52.75;52.75;2;2;1100;0;141.2974504;0;None;
32;g32;0.0;246.8543834;0.0;172.8;172.8;1;1;1102;0;80.65624179;0;None;
33;g33;682.2405445;1952.833705;58.6678291;1366.98;1366.98;4;4;1237;0;669.0366589;0;None;
34;g34;420.423878;1190.503746;137.3669144;833.35;833.35;2;2;1251;0;1295.312068;0;None;
35;g35;0.0;235.3430233;0.0;164.74;164.74;1;1;1295;0;102.0220933;0;None;
36;g36;0.0;118.3729556;10.66013298;82.86;82.86;2;2;1341;0;139.1246138;0;None;
37;g37;0.0;357.7929803;0.0;250.46;250.46;2;2;1354;0;109.9684029;0;None;
38;g38;0.0;202.9378227;0.0;142.06;142.06;1;1;1422;0;93.86497916;0;None;
39;g39;10.2020303;78.20671253;0.0;54.74;54.74;1;1;1436;0;195.1140784;0;None;
40;g40;9.239497669;77.31766032;0.0;54.12;54.12;1;1;1478;0;225.4814546;0;None;
41;g41;15.60484608;77.20426904;0.0;54.04;54.04;4;4;1604;0;242.4780481;0;None;
42;g42;10.17138432;76.08827193;0.0;53.26;53.26;2;2;1642;0;100.6975096;0;None;
43;g43;671.2653107;1986.563452;152.1200999;1390.59;1390.59;4;4;1680;0;1584.473178;0;None;
44;g44;388.6377035;987.422041;137.4564342;691.2;691.2;4;4;1708;0;867.1706344;0;None;
45;g45;0.0;35.5914156;0.0;24.91;24.91;1;1;1721;0;80.67280405;0;None;
46;g46;0.0;26.91266573;0.0;18.84;18.84;4;4;1754;0;46.67471449;0;None;
47;g47;673.7005483;1977.655545;141.7732835;1384.36;1384.36;1;1;1794;0;1676.916982;0;None;
48;g48;5.831828704;89.58665604;10.29548804;62.71;62.71;4;4;1808;0;89.04165017;0;None;
49;g49;2.2646878;27.47734999;7.426238537;19.23;19.23;2;2;1851;0;41.50993786;0;None;
50;g50;0.0;352.5930148;0.0;246.82;246.82;2;2;1852;0;109.4160183;0;None;
51;g51;330.0377926;905.0269438;121.4181764;633.52;633.52;1;1;1888;0;836.6326007;0;None;
52;g52;39.35;472.16;74.45845836;330.51;330.51;4;4;1914;0;64.64530172;0;None;
53;g53;0.0;30.15305285;0.0;21.11;21.11;2;2;1959;0;83.05498771;0;None;
54;g54;375.7549463;993.8018156;136.2529981;695.66;695.66;2;2;2035;0;798.2648557;0;None;
55;g55;677.5397498;1965.051913;89.43688313;1375.54;1375.54;2;2;2050;0;966.7877544;0;None;
56;g56;15.63724568;188.075869;3.9220498699999995;131.65;131.65;4;4;2085;0;191.5830036;0;None;
57;g57;0.0;238.2285856;0.0;166.76;166.76;2;2;2177;0;84.71624912;0;None;
58;g58;0.0;146.499782;0.0;102.55;102.55;4;4;2197;0;124.5869203;0;None;
59;g59;0.0;118.0492147;10.428769940000002;82.63;82.63;2;2;2276;0;113.5730142;0;None;
60;g60;16.53252145;190.3133805;9.134714578;133.22;133.22;1;1;2291;0;181.7538957;0;None;
61;g61;14.49904695;75.97679327;0.0;53.18;53.18;2;2;2359;0;273.4494832;0;None;
62;g62;0.0;460.3581867;0.0;322.25;322.25;2;2;2421;0;96.16700146;0;None;
63;g63;0.0;212.3060553;0.0;148.61;148.61;2;2;2425;0;54.14124843;0;None;
64;g64;0.0;133.2962529;0.0;93.31;93.31;4;4;2426;0;98.42529938;0;None;
65;g65;673.9150957;1976.912545;122.9679034;1383.84;1383.84;4;4;2446;0;1515.492935;0;None;
66;g66;9.856107216;78.74959906;0.0;55.12;55.12;4;4;2468;0;213.3341596;0;None;
67;g67;11.96566957;77.02346505;0.0;53.92;53.92;1;1;2481;0;260.2223286;0;None;
68;g68;19.88888639;359.0993712;0.0;251.37;251.37;4;4;2489;0;301.1321825;0;None;
69;g69;0.0;119.2271597;9.986820696;83.46;83.46;4;4;2550;0;93.62396508;0;None;
70;g70;29.14210332;154.0205347;13.60662751;107.81;107.81;2;2;2600;0;93.99893476;0;None;
71;g71;668.4386687;1993.960675;152.9989946;1395.77;1395.77;2;2;2627;0;1441.285642;0;None;
72;g72;0.0;118.6596921;9.524895348;83.06;83.06;4;4;2653;0;97.29628292;0;None;
73;g73;23.15363211;187.3162312;10.55821322;131.12;131.12;2;2;2719;0;193.4218125;0;None;
74;g74;677.2004302;1967.251796;115.6357711;1377.08;1377.08;1;1;2786;0;1384.057055;0;None;
75;g75;0.0;203.8111286;0.0;142.67;142.67;2;2;2797;0;73.0591972;0;None;
76;g76;27.20352584;151.656958;15.15040576;106.16;106.16;4;4;2799;0;124.2844271;0;None;
77;g77;673.7812203;1976.23937;116.5448119;1383.37;1383.37;1;1;2816;0;1120.739173;0;None;
78;g78;0.0;118.8561512;10.31508047;83.2;83.2;1;1;2841;0;140.9766724;0;None;
79;g79;0.0;32.32374209;0.0;22.63;22.63;4;4;2842;0;62.93660599;0;None;
80;g80;0.752905269;9.038161533;0.0;6.33;6.33;1;1;2872;0;3.310597973;0;None;
81;g81;49.40679954;211.3589942;17.54431807;147.95;147.95;2;2;2878;0;154.2376141;0;None;
82;g82;0.0;118.8195092;9.520036894;83.17;83.17;1;1;2886;0;104.3890397;0;None;
83;g83;0.0;35.73490831;0.0;25.01;25.01;1;1;2902;0;44.42449896;0;None;
84;g84;16.84511783;74.14391291;0.0;51.9;51.9;2;2;2930;0;252.0153952;0;None;
85;g85;0.489220318;6.385254257;0.0;4.47;4.47;2;2;2934;0;1.16651343;0;None;
86;g86;0.0;493.35;10.09244115;345.34;345.34;4;4;2985;0;75.53094959;0;None;
87;g87;18.865126;187.7632224;11.156704860000001;131.43;131.43;2;2;3018;0;215.6190897;0;None;
88;g88;360.5386627;992.4089776;130.0460697;694.69;694.69;2;2;3028;0;885.4271526;0;None;
89;g89;0.0;29.49576914;0.0;20.65;20.65;4;4;3114;0;34.1643747;0;None;
90;g90;37.53889501;237.5446781;20.7686319;166.28;166.28;4;4;3133;0;206.5233589;0;None;
91;g91;0.0;253.9588219;0.0;177.77;177.77;4;4;3134;0;52.34722391;0;None;
92;g92;0.0;118.9474152;10.28804176;83.26;83.26;1;1;3183;0;137.9512104;0;None;
93;g93;0.0;540.0;8.277419117;378.0;378.0;2;2;3205;0;62.06172092;0;None;
94;g94;0.0;215.3836675;0.0;150.77;150.77;2;2;3218;0;88.69278263;0;None;
95;g95;0.0;135.1855687;0.0;94.63;94.63;1;1;3240;0;113.5388297;0;None;
96;g96;357.4298406;989.2908328;127.3162476;692.5;692.5;2;2;3306;0;865.8702979;0;None;
97;g97;0.0;108.5919274;0.0;76.01;76.01;4;4;3324;0;97.84880007;0;None;
98;g98;13.29459244;76.17925265;0.0;53.33;53.33;4;4;3346;0;215.1405065;0;None;
99;g99;16.49065196;73.54461113;0.0;51.48;51.48;2;2;3353;0;194.6107181;0;None;
100;g100;3.705306394;125.8179537;9.259438953;88.07;88.07;4;4;3364;0;178.6148828;0;None;
101;g101;0.0;119.2327122;10.10686374;83.46;83.46;4;4;3390;0;125.1446048;0;None;
102;g102;0.0;119.3501765;10.88635175;83.55;83.55;4;4;3422;0;89.02906285;0;None;
103;g103;428.3098031;1186.865628;137.8148707;830.81;830.81;4;4;3436;0;1415.822551;0;None;
104;g104;0.0;466.7067721;0.0;326.69;326.69;2;2;3492;0;132.0856512;0;None;
105;g105;336.8898168;883.6543361;121.9650478;618.56;618.56;1;1;3513;0;827.6677781;0;None;
106;g106;11.07593708;77.03529006;0.0;53.92;53.92;4;4;3565;0;221.7550775;0;None;
107;g107;0.0;591.8682093;5.461509725;414.31;414.31;1;1;3580;0;96.54581358;0;None;
108;g108;0.0;222.597621;0.0;155.82;155.82;4;4;3611;0;103.7712009;0;None;
109;g109;0.0;113.8349839;0.0;79.68;79.68;4;4;3656;0;105.3786681;0;None;
110;g110;374.8731104;991.1568508;134.1469239;693.81;693.81;2;2;3661;0;855.0344693;0;None;
111;g111;0.0;109.363783;3.280965356;76.55;76.55;1;1;3698;0;66.13285809;0;None;
112;g112;442.4376527;1180.280403;122.4809996;826.2;826.2;4;4;3741;0;1011.8024;0;None;
113;g113;257.3737741;700.0;113.8253403;490.0;490.0;1;1;3809;0;858.332745;0;None;
114;g114;348.365198;895.7575452;130.8740862;627.03;627.03;2;2;3825;0;853.297684;0;None;
115;g115;357.86143;994.7305029;129.8781036;696.31;696.31;1;1;3869;0;814.6368532;0;None;
116;g116;0.0;110.0031386;0.0;77.0;77.0;1;1;3876;0;100.7261292;0;None;
117;g117;0.0;100.4471474;2.428244814;70.31;70.31;2;2;3916;0;155.2122702;0;None;
118;g118;0.0;123.3475005;0.0;86.34;86.34;2;2;3951;0;78.91799898;0;None;
119;g119;0.0;249.3081488;0.0;174.52;174.52;2;2;3971;0;67.80524933;0;None;
120;g120;16.02633938;186.4852201;10.87226252;130.54;130.54;1;1;4024;0;228.4556398;0;None;
121;g121;0.0;163.4645102;0.0;114.43;114.43;2;2;4056;0;116.8406828;0;None;
122;g122;0.0;588.3623111;2.749044302;411.85;411.85;2;2;4084;0;93.73433601;0;None;
123;g123;9.774670644;75.10180183;0.0;52.57;52.57;4;4;4118;0;105.6396894;0;None;
124;g124;12.78265046;78.65525106;0.0;55.06;55.06;1;1;4125;0;241.609258;0;None;
125;g125;0.0;119.0241091;10.16383846;83.32;83.32;2;2;4128;0;96.77437283;0;None;
126;g126;2491.987586;2491.987586;0.0;1744.39;1744.39;2;2;4231;0;0.0;0;None;
127;g127;6.311775935;78.50392455;0.0;54.95;54.95;2;2;4331;0;156.1196173;0;None;
128;g128;0.0;211.6967801;0.0;148.19;148.19;2;2;4395;0;141.8006782;0;None;
129;g129;367.6379375;988.9214046;129.6813894;692.24;692.24;2;2;4419;0;827.4715484;0;None;
130;g130;385.2358021;981.9892504;134.478799;687.39;687.39;4;4;4480;0;797.7414882;0;None;
131;g131;10.4179516;75.44645128;0.0;52.81;52.81;1;1;4482;0;140.1883086;0;None;
132;g132;0.0;284.1388644;0.0;198.9;198.9;4;4;4506;0;108.8628386;0;None;
133;g133;0.0;123.0473147;0.0;86.13;86.13;2;2;4566;0;89.73130288;0;None;
134;g134;7.470823912;77.37928591;0.0;54.17;54.17;1;1;4624;0;165.9091083;0;None;
135;g135;0.0;169.2399079;0.0;118.47;118.47;1;1;4661;0;108.6897961;0;None;
136;g136;38.38447006;276.9954156;21.58158284;193.9;193.9;1;1;4701;0;367.3653416;0;None;
137;g137;392.3135926;981.7919623;135.7939027;687.25;687.25;1;1;4783;0;761.2822461;0;None;
138;g138;0.0;107.9874719;0.0;75.59;75.59;4;4;4816;0;104.8192611;0;None;
139;g139;400.5661449;978.2346159;138.9950453;684.76;684.76;4;4;4819;0;877.5461646;0;None;
140;g140;0.18989709;10.20094071;0.0;7.14;7.14;1;1;4823;0;2.220270961;0;None;
141;g141;28.41262902;153.6447735;18.22929949;107.55;107.55;4;4;4850;0;112.8731591;0;None;
142;g142;0.0;123.5607545;0.0;86.49;86.49;4;4;4880;0;110.8480579;0;None;
143;g143;14.57882144;76.82187602;0.0;53.78;53.78;2;2;4918;0;233.01967;0;None;
144;g144;0.0;105.8407723;3.289161237;74.09;74.09;4;4;4952;0;86.83833897;0;None;
145;g145;29.57561227;218.2893511;13.03650811;152.8;152.8;4;4;5004;0;160.3467048;0;None;
146;g146;6.432095491;79.2346066;1.606808752;55.46;55.46;2;2;5019;0;69.87698991;0;None;
147;g147;9.630595224;146.535998;11.85447116;102.58;102.58;4;4;5051;0;169.0308964;0;None;
148;g148;0.0;597.816585;6.664333694;418.47;418.47;4;4;5067;0;87.00237164;0;None;
149;g149;0.0;137.5488682;0.0;96.28;96.28;1;1;5110;0;102.9725023;0;None;
150;g150;0.0;119.4061515;10.46855558;83.58;83.58;4;4;5120;0;122.0069169;0;None;
151;g151;682.2198021;1950.704223;78.83426193;1365.49;1365.49;2;2;5144;0;882.1896936;0;None;
152;g152;18.83917526;148.5279211;14.156606739999999;103.97;103.97;4;4;5237;0;142.0863442;0;None;
153;g153;0.0;119.1070822;10.24692519;83.37;83.37;1;1;5278;0;120.6281415;0;None;
154;g154;0.0;284.2119035;0.0;198.95;198.95;4;4;5340;0;98.09590906;0;None;
155;g155;0.0;27.7835389;0.0;19.45;19.45;4;4;5365;0;76.45035403;0;None;
156;g156;671.2032648;1984.957675;161.31001050000003;1389.47;1389.47;4;4;5379;0;1970.393423;0;None;
157;g157;0.0;542.8006231;0.0;379.96;379.96;2;2;5395;0;98.92693725;0;None;
158;g158;9.599849564;76.23136748;0.0;53.36;53.36;2;2;5461;0;155.5612703;0;None;
159;g159;682.9566889;1947.321225;74.63982994;1363.12;1363.12;1;1;5481;0;1219.10975;0;None;
160;g160;57.24167377;238.6354106;27.54884501;167.04;167.04;2;2;5482;0;199.7081857;0;None;
161;g161;398.0293098;993.1616018;141.4110684;695.21;695.21;4;4;5486;0;749.0987791;0;None;
162;g162;0.0;194.2229566;0.0;135.96;135.96;2;2;5488;0;105.3157315;0;None;
163;g163;2695.831634;2695.831634;0.0;1887.08;1887.08;1;1;5490;0;0.0;0;None;
164;g164;9.492085762;188.5388926;6.635711667;131.98;131.98;2;2;5533;0;199.6569089;0;None;
165;g165;0.0;29.79827615;0.0;20.86;20.86;1;1;5546;0;54.17675793;0;None;
166;g166;7.651295172;78.31700421;1.0;54.82;54.82;4;4;5564;0;91.40329663;0;None;
167;g167;38.10217768;232.1962738;21.53203624;162.54;162.54;4;4;5658;0;214.0401096;0;None;
168;g168;26.53694684;152.4699754;13.743588880000003;106.73;106.73;1;1;5664;0;104.4540962;0;None;
169;g169;452.3566503;1175.762181;140.6559435;823.03;823.03;4;4;5709;0;1175.372519;0;None;
170;g170;605.3483532;1784.366352;100.12673160000001;1249.06;1249.06;2;2;5781;0;1185.783294;0;None;
171;g171;162.3964442;438.6299146;77.27304608;307.04;307.04;4;4;5814;0;674.3335362;0;None;
172;g172;165.1339561;479.6662618;83.35023425;335.77;335.77;4;4;5856;0;727.6481288;0;None;
173;g173;12.4108974;74.97394297;0.0;52.48;52.48;1;1;5881;0;205.2621093;0;None;
174;g174;0.0;165.231845;0.0;115.66;115.66;4;4;5940;0;116.4186763;0;None;
175;g175;671.0425198;1985.497676;120.3243931;1389.85;1389.85;2;2;5971;0;1086.354718;0;None;
176;g176;0.0;204.0143703;0.0;142.81;142.81;4;4;5983;0;92.64665896;0;None;
177;g177;0.0;191.8908831;0.0;134.32;134.32;2;2;5994;0;97.70649709;0;None;
178;g178;330.7897532;894.8561476;125.5822296;626.4;626.4;4;4;6036;0;898.8424545;0;None;
179;g179;32.08;759.0645503;35.48167675;531.35;531.35;1;1;6153;0;434.7317572;0;None;
180;g180;6.385451385;52.02793241;0.0;36.42;36.42;1;1;6168;0;68.37830369;0;None;
181;g181;0.0;117.9665133;8.660870006;82.58;82.58;2;2;6291;0;118.8913562;0;None;
182;g182;8.607478681;76.24081662;0.0;53.37;53.37;4;4;6331;0;149.4668868;0;None;
183;g183;11.42516496;192.9722098;6.248685439000001;135.08;135.08;4;4;6332;0;193.1701985;0;None;
184;g184;8.379156739;77.48584903;0.0;54.24;54.24;4;4;6351;0;162.019096;0;None;
185;g185;0.0;251.2310143;0.0;175.86;175.86;1;1;6368;0;101.9061574;0;None;
186;g186;0.0;119.534664;0.0;83.67;83.67;1;1;6376;0;94.27108589;0;None;
187;g187;19.91304385;192.2001174;5.081307901;134.54;134.54;1;1;6429;0;185.4066038;0;None;
188;g188;367.5411283;990.6928432;131.2540257;693.48;693.48;1;1;6474;0;888.8901234;0;None;
189;g189;37.14308176;277.1907322;25.21626526;194.03;194.03;1;1;6516;0;486.6349799;0;None;
190;g190;0.0;326.6484094;0.0;228.65;228.65;4;4;6552;0;80.19514834;0;None;
191;g191;18.50980376;710.1935369;22.22604251;497.14;497.14;4;4;6734;0;327.4569085;0;None;
192;g192;13.54590991;151.0178069;8.338489068;105.71;105.71;1;1;6807;0;128.6955544;0;None;
193;g193;20.46336653;152.8580474;15.812608710000001;107.0;107.0;1;1;6816;0;99.63831965;0;None;
194;g194;6.494823528;31.5351453;9.401267697;22.07;22.07;4;4;6820;0;68.13371217;0;None;
195;g195;0.0;147.5257734;0.0;103.27;103.27;2;2;6831;0;100.9917879;0;None;
196;g196;0.0;118.3986873;9.870746183;82.88;82.88;2;2;6845;0;124.8104446;0;None;
197;g197;0.0;476.5412319;0.0;333.58;333.58;4;4;6852;0;114.3877451;0;None;
198;g198;2377.276466;2377.276466;0.0;1664.09;1664.09;2;2;6857;0;0.0;0;None;
199;g199;97.73406557;294.4627718;52.92206693;206.12;206.12;4;4;6888;0;498.734178;0;None;
200;g200;61.8247061;274.8595131;11.14001155;192.4;192.4;2;2;6947;0;393.2236743;0;None;
201;g201;16.76113008;73.64126315;0.0;51.55;51.55;4;4;6969;0;299.6324363;0;None;
202;g202;0.0;103.9445117;3.345262128;72.76;72.76;1;1;6982;0;71.29352728;0;None;
203;g203;10.81106189;75.82686449;0.0;53.08;53.08;1;1;7036;0;150.795578;0;None;
204;g204;0.0;118.134521;9.67412059;82.69;82.69;1;1;7049;0;131.2024188;0;None;
205;g205;218.0627544;599.7015153;112.85613700000002;419.79;419.79;1;1;7056;0;595.710213;0;None;
206;g206;26.04760456;268.5533884;15.547817730000002;187.99;187.99;1;1;7115;0;426.6426146;0;None;
207;g207;371.2170072;991.1598548;134.0436704;693.81;693.81;1;1;7159;0;974.6451578;0;None;
208;g208;673.7801129;1976.842705;123.5838235;1383.79;1383.79;1;1;7183;0;1413.069903;0;None;
209;g209;0.110317872;6.927704225;0.0;4.85;4.85;1;1;7209;0;1.34883084;0;None;
210;g210;0.0;129.5215589;0.0;90.67;90.67;4;4;7267;0;109.5559363;0;None;
211;g211;2270.113439;2270.113439;0.0;1589.08;1589.08;1;1;7282;0;0.0;0;None;
212;g212;17.31019697;151.3522884;9.994199476;105.95;105.95;4;4;7327;0;128.4344006;0;None;
213;g213;10.04567643;77.8966402;0.0;54.53;54.53;2;2;7328;0;168.4559871;0;None;
214;g214;0.0;332.41241;0.0;232.69;232.69;2;2;7466;0;94.26446098;0;None;
215;g215;0.0;118.472684;9.769445142;82.93;82.93;1;1;7474;0;129.9403742;0;None;
216;g216;50.53;199.5992118;24.73987502;139.72;139.72;1;1;7495;0;169.30689;0;None;
217;g217;349.2535848;799.7987239;120.3949329;559.86;559.86;1;1;7520;0;764.1208858;0;None;
218;g218;376.2452682;799.0929986;134.0544156;559.37;559.37;2;2;7522;0;735.8808994;0;None;
219;g219;303.9520174;880.0;97.90728439;616.0;616.0;1;1;7641;0;680.1863755;0;None;
220;g220;63.95375405;276.1341121;27.08626698;193.29;193.29;1;1;7697;0;351.2908025;0;None;
221;g221;676.3771343;1969.284391;119.7327655;1378.5;1378.5;1;1;7776;0;1618.884396;0;None;
222;g222;676.5479252;1970.132742;107.4760021;1379.09;1379.09;4;4;7808;0;1407.040841;0;None;
223;g223;26.03656353;185.2486203;10.19382602;129.67;129.67;1;1;7842;0;206.6585069;0;None;
224;g224;673.6562895;1976.289974;142.44276360000003;1383.4;1383.4;4;4;7913;0;1463.457214;0;None;
225;g225;336.418139;888.3838579;125.6176322;621.87;621.87;4;4;7998;0;872.1242091;0;None;
226;g226;0.0;127.523161;0.0;89.27;89.27;1;1;8043;0;76.68275573;0;None;
227;g227;0.0;1041.6;28.99393919;729.12;729.12;4;4;8109;0;2266.98251;0;None;
228;g228;30.73315248;187.7157689;10.3446065;131.4;131.4;2;2;8158;0;194.8086703;0;None;
229;g229;11.89614774;75.52585955;0.0;52.87;52.87;4;4;8222;0;224.6797085;0;None;
230;g230;0.0;36.6080465;0.0;25.63;25.63;2;2;8225;0;49.01569124;0;None;
231;g231;33.50979659;236.3325906;23.2739192;165.43;165.43;1;1;8267;0;264.9856359;0;None;
232;g232;0.0;103.2090714;4.069478609;72.25;72.25;1;1;8311;0;65.1253424;0;None;
233;g233;826.4208679;2392.074478;124.90923230000001;1674.45;1674.45;4;4;8312;0;1731.243463;0;None;
234;g234;374.097387;983.8299035;132.0742628;688.68;688.68;4;4;8458;0;852.5412522;0;None;
235;g235;0.0;239.0172025;0.0;167.31;167.31;1;1;8473;0;87.20323879;0;None;
236;g236;12.8296243;76.7345302;0.0;53.71;53.71;4;4;8486;0;227.8362111;0;None;
237;g237;30.58861707;190.9444451;9.574909157;133.66;133.66;4;4;8515;0;184.5550384;0;None;
238;g238;0.0;165.8021324;0.0;116.06;116.06;4;4;8522;0;120.096559;0;None;
239;g239;0.0;152.8179248;0.0;106.97;106.97;2;2;8564;0;101.0067602;0;None;
240;g240;0.0;224.3242942;0.0;157.03;157.03;2;2;8670;0;144.4848251;0;None;
241;g241;0.0;386.4150706;0.0;270.49;270.49;4;4;8676;0;95.4246145;0;None;
242;g242;0.0;120.9728289;0.0;84.68;84.68;4;4;8683;0;106.9316785;0;None;
243;g243;675.3952182;1972.404891;128.7570097;1380.68;1380.68;4;4;8721;0;1490.70426;0;None;
244;g244;60.78821426;233.7356732;29.72541327;163.61;163.61;1;1;8795;0;187.221563;0;None;
245;g245;0.0;444.1443197;0.0;310.9;310.9;1;1;8807;0;90.51767921;0;None;
246;g246;25.48502815;151.8469729;11.34067431;106.29;106.29;1;1;8818;0;112.0491534;0;None;
247;g247;680.9291066;1954.463077;84.03977465;1368.12;1368.12;2;2;8872;0;1001.04978;0;None;
248;g248;11.79243877;83.87504149;0.0;58.71;58.71;1;1;8903;0;214.7064426;0;None;
249;g249;0.0;380.9166426;0.0;266.64;266.64;4;4;8950;0;98.15155827;0;None;
250;g250;0.0;153.2755589;0.0;107.29;107.29;2;2;8961;0;117.3542455;0;None;
251;g251;8.443783673;195.1146681;4.705373336;136.58;136.58;2;2;8976;0;182.9916931;0;None;
252;g252;22.9446869;313.8967276;17.29213683;219.73;219.73;2;2;8997;0;579.1339035;0;None;
253;g253;150.8922087;439.8088056;64.1387645;307.87;307.87;1;1;9067;0;437.7138923;0;None;
254;g254;374.5303787;995.7135864;138.271695;697.0;697.0;4;4;9101;0;945.519289;0;None;
255;g255;0.0;333.1500349;0.0;233.21;233.21;1;1;9108;0;97.40095643;0;None;
256;g256;31.14774799;94.01731606;42.26343865;65.81;65.81;1;1;9137;0;65.03948362;0;None;
257;g257;0.0;130.9361756;0.0;91.66;91.66;1;1;9140;0;107.4710784;0;None;
258;g258;365.4152572;985.320892;129.0476366;689.72;689.72;1;1;9150;0;934.782304;0;None;
259;g259;0.0;469.0177671;0.0;328.31;328.31;2;2;9174;0;79.95559174;0;None;
260;g260;18.98146933;149.4358402;9.698450207;104.61;104.61;4;4;9180;0;138.9942356;0;None;
</Thermal plants>
<Deficit cost>
Deficit cost  in ($/(MWh/h))
7500.0
</Deficit cost>
</END>
